鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
民雄鄉,建物,嘉義縣民雄鄉三興村７鄰裕農路１８５號,0.0,住,,,1100129,土地0建物1車位0,四層,4,套房(1房1廳1衛),停車空間、住宅、店舖,鋼筋混凝土造,0960611,27.16,1,0,1,有,無,有,4800,177,,0.0,0,本案為共隔6間分租套房，本次僅出租此間為27.16平方公尺,RPUNMLSKKHGGFCQ86CC
朴子市,房地(土地+建物),嘉義縣朴子市吉祥七街２２７號,138.1,住,,,1100308,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0941226,283.48,5,2,6,有,無,有,20000,71,,0.0,0,,RPSNMLSJLHGGFBQ56CC
番路鄉,房地(土地+建物),嘉義縣番路鄉新福村大片田尾２７之３號,544.5,,一般農業區,農牧用地,1100308,土地1建物1車位0,見其他登記事項,3,農舍,農舍,鋼骨構造,1060221,43.69,0,0,0,無,無,有,15000,,,0.0,0,,RPPNMLPKLHGGFEQ09DC
鹿草鄉,房地(土地+建物),嘉義縣鹿草鄉馬稠後園區二路１０號,15170.5,,工業區,丁種建築用地,1100220,土地1建物1車位0,見其他登記事項,1,工廠,辦公室、廠房,鋼骨造,1090914,10499.7,2,0,3,有,無,無,1100000,,,0.0,0,,RPPNMLRKLHGGFDQ09CC
朴子市,房地(土地+建物),嘉義縣朴子市嘉朴路西段９３號,100.21,住,,,1100301,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0870502,247.85,4,2,4,有,無,無,25000,101,,0.0,0,,RPQNMLSKLHGGFBQ09CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段９７號９樓之１,43.23,住,,,1100316,土地1建物1車位0,九層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,152.41,3,2,2,有,有,有,20000,131,坡道平面,29.87,0,,RPWNMLTKLHGGFDQ37CC
大林鎮,房地(土地+建物),嘉義縣大林鎮大埔美園區二十路１０號,3999.98,,工業區,丁種建築用地,1100318,土地1建物1車位0,一層,1,工廠,廠房,鋼骨構造,1060818,1396.29,0,0,0,無,有,無,90000,,,0.0,0,,RPRNMLTKLHGGFCQ76CC
太保市,房地(土地+建物),嘉義縣太保市健康路１８３巷１０弄４３號,114.48,住,,,1100325,土地1建物1車位0,全,4,透天厝,集合住宅,鋼筋混凝土造,1010829,197.02,4,2,4,有,無,有,18000,91,,0.0,0,,RPRNMLPLLHGGFDQ56CC
水上鄉,房地(土地+建物),嘉義縣水上鄉柳子林１４５８號,79.25,,鄉村區,乙種建築用地,1100410,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0691216,129.08,4,3,3,有,無,無,10000,77,,0.0,0,,RPOOMLTKMHGGFDQ76CC
大林鎮,建物,嘉義縣大林鎮大美里大埔美園區三路５２號,0.0,,工業區,丁種建築用地,1100331,土地0建物3車位0,見其他登記事項,3,工廠,工廠、自動倉儲、樓梯間、廁所、設備機房,鋼骨構造、鋼筋混凝土（ＲＣ）,1071116,18626.5,0,0,0,無,無,無,750000,,,0.0,0,,RPPNMLOLMHGGFCQ88CC
太保市,房地(土地+建物),嘉義縣太保市祥和三路東段８５巷１０號１樓,164.54,住,,,1100427,土地2建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0970804,100.0,0,0,0,無,無,有,12000,120,,0.0,0,,RPWNMLSLMHGGFDQ57DC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉興南村１２鄰頭橋路７４７號四樓,28.15,住,,,1100428,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811130,94.73,3,2,2,有,有,有,9000,95,,0.0,0,,RPUNMLPJNHGGFCQ76CC
太保市,房地(土地+建物),嘉義縣太保市健康路１８３巷１０弄３３號,152.28,住,,,1100426,土地1建物1車位0,全,4,透天厝,集合住宅,鋼筋混凝土造,1010829,201.51,4,3,3,有,無,有,13900,69,,0.0,0,,RPPNMLKKNHGGFDQ58CC
