編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQOMLQJNHGGFAO68DA,29,28.49,住商用,鋼筋混凝土造,81年4月25日,九層,五層 陽台,全筆移轉
RPQOMLQJNHGGFAO68DA,29,7.73,共有部分,鋼筋混凝土造,81年4月25日,九層,,持分移轉
RPSRMLLKNHGGFAO78DA,29,32.68,住家用,鋼筋混凝土造,81年1月29日,十二層,二層 陽台,全筆移轉
RPSRMLLKNHGGFAO78DA,29,3.51,共有部分,鋼筋混凝土造,81年1月29日,000,,持分移轉
RPSRMLLKNHGGFAO78DA,29,8.65,共有部分,鋼筋混凝土造,81年1月29日,十二層,,持分移轉
RPQPMLQJNHGGFAO78DA,42,182.40,住商用,鋼筋混凝土造,68年1月5日,三層,一層 二層 三層 騎樓,持分移轉
RPVNMLMKNHGGFAO78DA,7,32.22,共有部分,鋼筋混凝土造,103年10月31日,二十三層,,持分移轉
RPRRMLMKNHGGFAO78DA,48,155.20,商業用,加強磚造,62年3月19日,二層,一層 二層 騎樓,全筆移轉
RPXOMLKLNHGGFAO98DA,23,26.92,住家用,鋼筋混凝土造,87年5月13日,十層,七層 陽台,全筆移轉
RPXOMLKLNHGGFAO98DA,23,11.39,避難室、停車空間、店舖、住宅,鋼筋混凝土造,87年5月13日,十層,,持分移轉
RPSQMLTKNHGGFAO86DA,39,101.52,店舖、住房,鋼筋混凝土造,71年8月24日,三層,一層 二層 三層,全筆移轉
RPQNMLPKNHGGFAO58DA,41,89.42,住家用,鋼筋混凝土造,69年8月15日,七層,六層 陽台,全筆移轉
RPQNMLPKNHGGFAO58DA,41,12.76,共有部分,鋼筋混凝土造,69年8月15日,七層,,持分移轉
RPVRMLLKNHGGFAO09DA,24,159.74,住家用,鋼筋混凝土造,85年11月14日,二十一層,十二層 陽台 花台,全筆移轉
RPVRMLLKNHGGFAO09DA,24,21.95,共有部分,鋼筋混凝土造,85年11月14日,二十一層,,持分移轉
RPVRMLLKNHGGFAO09DA,24,1.10,共有部分,鋼筋混凝土造,85年11月14日,二十一層,,持分移轉
RPVRMLLKNHGGFAO09DA,24,33.99,共有部分,鋼筋混凝土造,85年11月14日,二十一層,,持分移轉
RPUNMLMJNHGGFAO58DA,7,41.85,共有部分,鋼筋混凝土造,103年10月30日,十一層,,持分移轉
RPWOMLOJNHGGFAO09DA,9,102.00,集合住宅,鋼筋混凝土造,101年10月15日,二十層,六層 陽台 雨遮,全筆移轉
RPWOMLOJNHGGFAO09DA,9,50.61,共有部分,鋼筋混凝土造,101年10月15日,二十五層,,持分移轉
RPWOMLOJNHGGFAO09DA,9,27.59,共有部分,鋼筋混凝土造,101年10月15日,二十五層,,持分移轉
RPTOMLOLNHGGFAO09EA,29,7.43,共有部分,鋼筋混凝土造,81年1月7日,十二層,,持分移轉
RPTOMLOLNHGGFAO09EA,29,25.71,住家用,鋼筋混凝土造,81年1月7日,十二層,十層 陽台,全筆移轉
RPRNMLSKNHGGFAO09EA,13,34.82,梯間水箱機械室防空避難室兼停車空間及開放空間受電室,鋼筋混凝土造,97年1月31日,十五層,,持分移轉
RPQOMLTKNHGGFAO09DA,31,27.25,住家用,鋼筋混凝土造,79年6月5日,七層,三層 花台,全筆移轉
RPQOMLTKNHGGFAO09DA,31,7.38,共有部分,鋼筋混凝土造,79年6月5日,七層,,持分移轉
RPQOMLTKNHGGFAO09DA,31,4.15,共有部分,鋼筋混凝土造,79年6月5日,七層,,持分移轉
RPTRMLRKNHGGFAO86DA,,53.32,住商用,加強磚造,,二層,一層 二層,持分移轉
RPTRMLRKNHGGFAO86DA,,53.32,住商用,加強磚造,,二層,一層 二層,持分移轉
RPPRMLPLNHGGFAO98DA,,213.66,集合住宅、樓梯間,鋼筋混凝土造,110年3月16日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPORMLPLNHGGFAO88DA,,213.66,集合住宅、停車空間、樓梯間,鋼筋混凝土造,110年3月16日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPVSMLLLNHGGFAO66DA,39,41.99,住家用,鋼筋混凝土造,70年12月28日,五層,屋頂突出物,全筆移轉
RPSRMLPLNHGGFAO66DA,,215.27,集合住宅、停車空間、樓梯間,鋼筋混凝土造,110年3月16日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPRRMLPLNHGGFAO56DA,,226.08,集合住宅、停車空間、樓梯間,鋼筋混凝土造,110年3月16日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPURMLPLNHGGFAO86DA,,205.26,集合住宅、樓梯間,鋼筋混凝土造,110年3月16日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPTRMLPLNHGGFAO76DA,,213.66,集合住宅、樓梯間,鋼筋混凝土造,110年3月16日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPRNMLQLNHGGFAO98EA,21,33.55,住家用,鋼筋混凝土造,89年4月17日,十四層,十三層 陽台,全筆移轉
RPRNMLQLNHGGFAO98EA,21,9.63,共有部分,鋼筋混凝土造,89年4月17日,十四層,,持分移轉
RPPNMLQLNHGGFAO78EA,23,363.21,住商用,鋼筋混凝土造,87年2月9日,三層,一層 二層 三層 陽台 平台 屋頂突出物,全筆移轉
RPPQMLRLNHGGFAO56EA,32,97.24,住家用,鋼筋混凝土造,78年5月18日,五層,五層 陽台,全筆移轉
RPPQMLRLNHGGFAO56EA,32,21.52,共有部分,鋼筋混凝土造,78年5月18日,五層,,持分移轉
RPTQMLQLNHGGFAO86EA,15,22.14,集合住宅,鋼筋混凝土造,95年5月19日,十層,二層 陽台,全筆移轉
RPTQMLQLNHGGFAO86EA,15,14.52,停車空間、樓梯間、防空避難室、機房、水塔,鋼筋混凝土造,95年5月19日,十層,,持分移轉
RPWRMLLKNHGGFAO56DA,44,108.36,住家用,鋼筋混凝土造,66年3月28日,三層,一層 二層 三層,全筆移轉
