鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
太保市,房地(土地+建物),嘉義縣太保市健康路１７５號,138.85,住,,,1110217,土地1建物1車位0,見其他登記事項,3,店面(店鋪),店舖、集合住宅、停車空間,鋼筋混凝土造,0950718,230.66,3,2,5,有,無,有,25000,108,,0.0,0,,RPQOMLSKKHHGFDQ76CC
竹崎鄉,房地(土地+建物),嘉義縣竹崎鄉中華路２號１樓,179.59,住,,,1110218,土地1建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土加強磚造,0761029,75.14,2,0,1,有,無,無,33000,439,,0.0,0,租期金111年3月16日開始，租期金117年3月15日止。,RPRNMLLLKHHGFEQ09EC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉崙子頂３之４５號,93.0,,鄉村區,乙種建築用地,1110220,土地1建物1車位0,全,3,透天厝,住宅、樓梯間,鋼筋混凝土造,1090529,160.61,4,2,3,有,無,無,19000,118,,0.0,0,,RPQNMLSLKHHGFCQ66CC
水上鄉,房地(土地+建物),嘉義縣水上鄉新進街６２巷１１弄３３號,147.84,住,,,1110215,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土,1030506,195.17,4,3,4,有,無,無,12000,61,,0.0,0,,RPPNMLSLKHHGFDQ66CC
水上鄉,房地(土地+建物),嘉義縣水上鄉新進街７８巷１號,100.9,住,,,1110301,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0910111,196.18,5,2,4,有,無,有,18000,92,,0.0,0,,RPQNMLMJLHHGFDQ68CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉建國路二段１６７之４號,63.93,其他,,,1110308,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0691027,106.07,3,2,1,有,無,有,6000,57,,0.0,0,,RPQNMLKKLHHGFCQ48CC
太保市,房地(土地+建物),嘉義縣太保市太保二路４９號９F１,35.45,住,,,1110312,土地1建物1車位0,九層,9,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0850207,119.42,2,1,2,有,有,有,13000,109,,0.0,0,,RPROMLPKLHHGFDQ66CC
太保市,房地(土地+建物),嘉義縣太保市太保３６之２７號,72.0,住,,,1110314,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830408,146.54,4,2,3,有,無,有,10000,68,,0.0,0,,RPROMLLLLHHGFDQ98CC
大林鎮,房地(土地+建物),嘉義縣大林鎮大埔美園區二十路８號,3305.0,,工業區,丁種建築用地,1110316,土地1建物2車位0,見其他登記事項,3,廠辦,作業廠房,鋼骨鋼筋混凝土造,1070529,2100.86,0,0,0,無,無,有,240000,114,,0.0,0,,RPQNMLLLLHHGFCQ68CC
