鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
二林鎮,土地,柳子溝段1216地號,873.16,,一般農業區,農牧用地,1120301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,1718,,0.0,0,,RPPOMLTJLHIGFGN76DA,0.0,0.0,0.0,無,
彰化市,土地,民族段33地號,2.27,都市：其他:道路用地,,,1120301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,106000,46696,,0.0,0,道路用地包含公共設施保留地用地；,RPPOMLLJLHIGFAN97DA,0.0,0.0,0.0,無,
竹塘鄉,土地,竹政段833地號,69.14,都市：其他:道路用地,,,1120202,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,24588,,0.0,0,未登記建物；,RPPNMLSJKHIGFGN09DA,0.0,0.0,0.0,無,0001
福興鄉,房地(土地+建物),彰化縣福興鄉彰鹿路七段５８５巷４９之２號,72.99,住,,,1120201,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0930107,176.41,3,2,4,有,無,1153438,6538,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMJKHIGFCN08DA,157.23,0.0,19.18,無,
彰化市,房地(土地+建物),彰化縣彰化市平和一街７６號五樓之五,7.0,住,,,1120201,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810317,44.269999999999996,1,1,1,無,無,2850000,64378,,0.0,0,,RPRNMLNKKHIGFAN38EA,24.81,0.0,3.53,有,0002
員林市,土地,中央段195地號,105.31,,工業區,交通用地,1120206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,860220,8168,,0.0,0,,RPQNMLRJKHIGFDN78DA,0.0,0.0,0.0,無,
福興鄉,土地,大興段343地號,97.6,,鄉村區,乙種建築用地,1120202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1040000,10656,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJKHIGFCN28DA,0.0,0.0,0.0,無,0003
線西鄉,土地,中興段998-5地號,3.0,都市：其他:道路用地,,,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20000,6667,,0.0,0,包含公共設施保留地用地；,RPPOMLQJKHIGFBN48DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市林森路１７３號四樓,17.83,住,,,1120202,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,140.6,3,2,2,無,有,1118430,7955,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKKHIGFAN28DA,101.36,1.76,3.08,有,
社頭鄉,土地,山腳段1091地號,234.09,,鄉村區,乙種建築用地,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,8544,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLNJKHIGFEN48DA,0.0,0.0,0.0,無,0004
埤頭鄉,土地,合興段204地號,222.72,住,,,1120205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6130925,27528,,0.0,0,,RPQNMLQJKHIGFFN88DA,0.0,0.0,0.0,無,0005
鹿港鎮,土地,永安段2280地號,2020.0,,特定農業區,農牧用地,1120207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9100000,4505,,0.0,0,地清或未辦繼承標售；,RPPNMLOLKHIGFCN58EA,0.0,0.0,0.0,無,
芳苑鄉,土地,芳墘段39地號,1128.5,,一般農業區,農牧用地,1120208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,960000,851,,0.0,0,,RPQNMLOKKHIGFGN98EA,0.0,0.0,0.0,無,
溪湖鎮,土地,平和段692地號,9.5,商,,,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,680000,71579,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLMJKHIGFHN76DA,0.0,0.0,0.0,無,
芳苑鄉,土地,新王功段51地號,45.2,,一般農業區,農牧用地,1120207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,273460,6050,,0.0,0,,RPPOMLOKKHIGFGN88DA,0.0,0.0,0.0,無,
秀水鄉,土地,曾厝段1878地號,41.42,,特定農業區,甲種建築用地,1120206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1002400,24201,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKKHIGFAN28DA,0.0,0.0,0.0,無,0006
彰化市,房地(土地+建物),彰化縣彰化市中山路一段１８９巷４５弄５１之３號,118.54,住,,,1120203,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0790704,234.13,6,1,3,有,無,4500000,19220,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKKKHIGFAN08DA,216.22,0.0,17.91,無,0007
福興鄉,土地,新社段101地號,29.03,,鄉村區,乙種建築用地,1120206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,370000,12745,,0.0,0,,RPRNMLKKKHIGFCN18DA,0.0,0.0,0.0,無,
田中鎮,土地,香山段1032-1地號,1293.8,,特定農業區,農牧用地,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3280000,2535,,0.0,0,農作物；,RPUNMLOKKHIGFEN09DA,0.0,0.0,0.0,無,
