編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLPKJIHGFBN48CC,2,3296.90,工廠,鋼骨鋼筋混凝土造,109年11月11日,一層,,
RPQNMLPKJIHGFBN48CC,2,27.65,守衛室,鋼筋混凝土造,109年11月11日,一層,,
RPQNMLPKJIHGFBN48CC,2,73.82,機電空間,鋼筋混凝土造,109年11月11日,一層,,
RPRNMLRKJIHGFHN76CC,25,161.72,住家用,鋼筋混凝土造,86年9月6日,三層,,
RPQNMLRKJIHGFDN88CC,6,44.51,住宅,鋼筋混凝土造,105年6月3日,四層,,
RPQOMLSKJIHGFAN78CC,17,18.18,補習班,鋼筋混凝土造,95年1月23日,四層,,
RPPOMLTLJIHGFAN88CC,42,176.17,住商用,鋼筋混凝土造,70年2月4日,三層,,
RPRNMLRKJIHGFDN98CC,6,153.55,住宅,鋼筋混凝土造,105年6月3日,四層,,
RPRNMLTLJIHGFHN07CC,44,95.52,住家用,鋼筋混凝土加強磚造,67年7月18日,二層,,
RPTNMLTLJIHGFHN27CC,7,273.23,私設騎樓、停車空間、店舖、住宅,鋼筋混凝土造,104年10月26日,五層,,
RPRNMLSKJIHGFHN86CC,1,56.25,集合住宅,鋼筋混凝土造,110年6月17日,八層,,
RPXNMLSLJIHGFDN17CC,38,172.64,避難室、店舖、住宅,鋼筋混凝土造,74年1月30日,四層,,
RPQNMLSJKIHGFBN88DC,8,182.24,住家用,鋼筋混凝土造,104年1月30日,四層,,
RPPNMLQJKIHGFAN38CC,17,19.83,補習班,鋼筋混凝土造,95年1月23日,四層,,
RPVNMLKMJIHGFAN58CC,37,541.14,宿舍、辦公室,鋼筋混凝土造,74年7月6日,三層,,
RPVNMLKMJIHGFAN58CC,37,382.19,工商用,鋼造,74年7月6日,一層,,
RPRNMLKKKIHGFDN38CC,39,52.59,商業用,鋼筋混凝土造,73年5月17日,八層,,
RPVNMLKMJIHGFAN58CC,36,1711.56,廠房、宿舍、休閒室,鋼筋混凝土造,76年4月28日,四層,,
RPQNMLKKKIHGFDN28CC,45,175.16,住商用,鋼筋混凝土造,66年11月16日,四層,,
RPPNMLKKKIHGFDN18CC,39,131.61,住家用,鋼筋混凝土造,73年1月12日,三層,,
RPTNMLMKKIHGFDN78CC,2,190.23,住宅、停車空間,鋼筋混凝土造,110年2月2日,三層,,
RPUNMLPKKIHGFAN88CC,4,79.32,集合住宅,鋼筋混凝土造,108年1月8日,十一層,,
RPUNMLPKKIHGFAN88CC,4,72.95,停車空間、消防機房、汙水機房、水箱、防空避難室兼停車空間、台電配電室、發電機房、電信機房、管委會使用空間、車道、梯廳、樓梯間、水錶室、電梯機房,鋼筋混凝土造,108年1月8日,十一層,,
RPQNMLMKKIHGFHN88CC,31,89.82,住家用,加強磚造,81年5月15日,二層,,
RPSNMLPKKIHGFAN68CC,35,88.37,住家用,鋼筋混凝土造,76年8月18日,五層,,
RPUOMLPKKIHGFAN98CC,33,33.00,店舖、住家、避難室,鋼筋混凝土造,79年2月14日,五層,,
RPVNMLQKKIHGFCN66CC,15,333.34,作業廠房、辦公室、餐廳、宿舍,鋼骨鋼筋混凝土造、鋼骨,97年2月26日,三層,,
RPVNMLQKKIHGFCN66CC,15,1829.02,作業廠房、辦公室、餐廳、宿舍,鋼骨鋼筋混凝土造、鋼骨,97年2月26日,二層,,
RPVNMLQKKIHGFCN66CC,15,25.60,作業廠房、辦公室,鋼骨鋼筋混凝土造、鋼骨,97年2月26日,一層,,
RPTNMLTLKIHGFHN37CC,33,61.23,住家用,鋼筋混凝土造,78年12月20日,二層,,
RPTNMLTLKIHGFHN37CC,33,66.65,住家用,鋼筋混凝土造,78年12月20日,二層,,
RPWNMLTJJHIGFDN96CC,10,64.82,住宅、停車空間,鋼筋混凝土造,101年12月28日,五層,,
RPVNMLLLKIHGFBN88DC,11,169.92,店舖，住宅,鋼筋混凝土造,100年7月18日,四層,,
RPTNMLKKJHIGFAN18CC,37,192.51,住家用,鋼筋混凝土造,74年8月27日,四層,,
RPRNMLKKJHIGFAN97CC,37,64.52,住家用,鋼筋混凝土造,74年8月27日,四層,,
RPTOMLKKJHIGFAN28CC,2,70.54,騎樓、停車空間、住宅,鋼筋混凝土造,110年6月7日,四層,,
RPVOMLNKJHIGFDN09CC,11,238.72,人行道、店舖、住宅、水箱間,鋼筋混凝土造,101年5月18日,四層,,
RPXNMLTKJHIGFAN86CC,27,242.36,住家用,鋼筋混凝土造,85年7月1日,四層,,
RPVNMLRJKHIGFAN09CC,29,102.72,住家用,鋼筋混凝土造,83年6月23日,十三層,,
RPVNMLNJKHIGFDN98CC,60,563.61,住家用,加強磚造、鐵架造,51年6月30日,二層,,
