鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
麥寮鄉,土地,新吉段636-4地號,1035.88,,一般農業區,養殖用地,1120301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,1448,,0.0,0,,RPXNMLMJLHIGFFP86DA,0.0,0.0,0.0,無,
褒忠鄉,土地,馬鳴段1059地號,2656.0,,特定農業區,農牧用地,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2921600,1100,,0.0,0,,RPPNMLNJKHIGFDP48DA,0.0,0.0,0.0,無,
二崙鄉,土地,新油車段353地號,105.01,,特定農業區,甲種建築用地,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,1905,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNJKHIGFCP58DA,0.0,0.0,0.0,無,
崙背鄉,土地,永安段186地號,104.0,,特定農業區,農牧用地,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,7692,,0.0,0,未登記建物；,RPSNMLRJKHIGFCP09DA,0.0,0.0,0.0,無,
斗南鎮,土地,義德段733-2地號,1322.59,,特定農業區,農牧用地,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2900000,2193,,0.0,0,,RPTNMLMJKHIGFBP58DA,0.0,0.0,0.0,無,
斗南鎮,土地,埤麻段308地號,107.46,,鄉村區,乙種建築用地,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,6514,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSJKHIGFBP98EA,0.0,0.0,0.0,無,
東勢鄉,土地,嘉隆段805-39地號,137.0,農,,,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,620000,4526,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQJKHIGFFP66DA,0.0,0.0,0.0,無,
元長鄉,土地,下寮段452地號,245.83,,鄉村區,乙種建築用地,1120202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,614583,2500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRJKHIGFEP56DA,0.0,0.0,0.0,無,
虎尾鎮,土地,工專段484地號,3.15,住,,,1120206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,190642,60521,,0.0,0,1.共有人間買賣°,RPWNMLQJKHIGFDP86DA,0.0,0.0,0.0,無,0001
土庫鎮,土地,石廟子段1544地號,1931.0,,特定農業區,農牧用地,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3572350,1850,,0.0,0,,RPVNMLRJKHIGFDP86DA,0.0,0.0,0.0,無,
