鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
玉里鎮,土地,安坐段641-2地號,19.86,,鄉村區,乙種建築用地,1120308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,2417,,0.0,0,畸零地或有合併使用效益；,RPPNMLTJLHIGFCU07EA,0.0,0.0,0.0,無,
瑞穗鄉,土地,瑞良段100地號,316.0,住,,,1120301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2850000,9019,,0.0,0,含土地增值稅或其他稅費79326元；含地政士服務費16000元；未登記建物；未登記建物；,RPQNMLRJLHIGFCU86DA,0.0,0.0,0.0,無,
玉里鎮,土地,玉里段3231地號,2350.0,,特定農業區,農牧用地,1120203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,936,,0.0,0,,RPVNMLOKKHIGFCU17EA,0.0,0.0,0.0,無,
光復鄉,土地,太巴塱段222地號,111.7,,鄉村區,乙種建築用地,1120201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,3581,,0.0,0,,RPRNMLPKKHIGFBU76EA,0.0,0.0,0.0,無,
吉安鄉,土地,光輝段1172地號,978.8,,一般農業區,農牧用地,1120205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2650000,2707,,0.0,0,,RPSNMLQKKHIGFAU86EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５１號九樓之十八,3.17,商,,,1120201,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,33.54,1,0,1,無,有,1450000,43232,,0.0,0,,RPROMLOKKHIGFAU56DA,22.56,0.0,0.0,有,0001
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１２９之１號三樓之五,9.12,農,,,1120204,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881125,36.35,1,1,1,無,有,1000000,27510,,0.0,0,,RPUNMLQKKHIGFAU96DA,17.77,0.0,1.9,有,
壽豐鄉,房地(土地+建物)+車位,花蓮縣壽豐鄉志學新９０之３號,53.04,住,,,1120203,土地1建物1車位1,四層，五層，見其他登記事項,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880520,152.85,4,2,2,無,有,3500000,22898,一樓平面,13.4,0,,RPQOMLOKKHIGFAU09DA,104.76,0.0,9.02,無,0002
花蓮市,房地(土地+建物),花蓮縣花蓮市國民十二街５３號五樓之二,7.99,住,,,1120206,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850130,30.1,1,0,1,有,無,1700000,56478,,0.0,0,,RPQNMLSJKHIGFAU66DA,19.6,0.0,2.63,有,0003
