編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWOMLKKKHIGFAX96DA,26,186.87,住家用,鋼筋混凝土造,86年6月18日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPQNMLQJLHIGFAX86DA,29,79.18,住家用,鋼筋混凝土造,83年6月6日,六層,三層 見其他登記事項,全筆移轉
RPQNMLQJLHIGFAX86DA,29,29.71,電梯、樓梯間,鋼筋混凝土造,83年6月6日,六層,,持分移轉
RPSNMLRJLHIGFAX17DA,17,106.29,集合住宅,鋼筋混凝土造,95年7月10日,十四層,四層 陽台,全筆移轉
RPSNMLRJLHIGFAX17DA,17,67.26,共用部份,鋼筋混凝土造,95年7月10日,十四層,,持分移轉
RPSNMLSJLHIGFAX27DA,39,120.89,住家用,鋼筋混凝土加強磚造,73年6月14日,二層,一層 二層 電梯樓梯間 夾層,全筆移轉
RPXNMLKKJHIGFAX96EA,54,23.10,住家用,鋼筋混凝土加強空心磚造,58年7月1日,一層,一層,全筆移轉
RPSOMLTJJHIGFAX27DA,44,81.88,住家用,鋼筋混凝土加強磚造,68年5月3日,二層,一層 二層 電梯樓梯間,全筆移轉
RPPOMLMJKHIGFAX98DA,18,132.16,住家用,鋼筋混凝土造,93年7月14日,四層,三層 見其他登記事項,全筆移轉
RPPOMLMJKHIGFAX98DA,18,17.84,電樓梯間,鋼筋混凝土造,93年7月14日,四層,,持分移轉
RPQOMLNJKHIGFAX56DA,,79.87,住家用,造,,一層,一層,全筆移轉
RPXNMLSJKHIGFAX67DA,24,192.68,住家用,鋼筋混凝土造,87年11月4日,三層,一層 二層 三層 電梯樓梯間 見其他登記事項,全筆移轉
RPVNMLKMJHIGFAX86DA,40,94.50,農民住宅,鋼筋混凝土加強磚造,72年4月20日,二層,一層 二層,全筆移轉
RPOOMLQKJHIGFAX66DA,17,105.92,集合住宅,鋼筋混凝土造,95年7月10日,七層,七層 陽台,全筆移轉
RPOOMLQKJHIGFAX66DA,17,67.04,共用部份,鋼筋混凝土造,95年7月10日,十四層,,持分移轉
RPSOMLQJJHIGFAX96DA,20,249.89,住家用,鋼筋混凝土造,91年9月11日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPRNMLKLKHIGFAX56EA,64,68.88,住商用,加強磚造,48年7月1日,一層,一層,全筆移轉
RPOOMLOKKHIGFAX56DA,43,135.75,住家用,鋼筋混凝土加強磚造,68年12月20日,三層,一層 二層 三層,全筆移轉
RPQNMLLLKHIGFAX09DA,,241.81,住家用,鋼筋混凝土造,111年12月13日,三層,一層 二層 三層 見其他登記事項 見其他登記事項,全筆移轉
RPPNMLKLKHIGFAX88DA,40,144.32,住家用,鋼筋混凝土加強磚造,71年12月23日,三層,一層 二層 三層,全筆移轉
RPPNMLRKKHIGFAX86DA,,246.09,住商用,鋼筋混凝土造,111年12月8日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPRNMLLJLHIGFAX09DA,34,62.87,避難室,鋼筋混凝土加強磚造,78年5月24日,四層,地下層,全筆移轉
RPRNMLLJLHIGFAX09DA,34,113.14,住家用,鋼筋混凝土加強磚造,78年5月24日,四層,一層,全筆移轉
RPPNMLLKKIHGFAX88DA,45,162.70,住家用,鋼筋加強紅磚,67年2月20日,四層,一層 二層 三層 四層 電梯樓梯間 地下層,全筆移轉
RPXNMLQLKIHGFAX67DA,16,126.96,集合住宅,鋼筋混凝土造,95年6月29日,十四層,九層 陽台,全筆移轉
RPXNMLQLKIHGFAX67DA,16,84.55,共用部份,鋼筋混凝土造,95年6月29日,十四層,,持分移轉
RPRNMLSLKIHGFAX37EA,37,103.59,住家用,鋼筋混凝土加強磚造,75年6月5日,二層,一層 二層 電梯樓梯間 夾層,全筆移轉
RPVNMLSLKIHGFAX67DA,,270.75,住家用,鋼筋混凝土造,111年8月9日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPVNMLTLKIHGFAX77DA,23,14.19,電樓梯間，梯間,鋼筋混凝土造,89年2月19日,六層,,持分移轉
RPVNMLTLKIHGFAX77DA,23,116.41,住家用,鋼筋混凝土造,89年2月19日,六層,三層 見其他登記事項,全筆移轉
RPVNMLTLKIHGFAX77DA,23,23.30,停車位，電樓梯間,鋼筋混凝土造,89年2月19日,六層,,持分移轉
RPOOMLLLKIHGFAX98DA,,37.53,戲院,鋼筋混凝土加強空心磚造,59年0月0日,二層,一層 二層 變電室 地下層,持分移轉
RPPOMLRJJHIGFAX76DA,52,63.50,住家用,鋼筋混凝土加強空心磚造,60年5月19日,二層,一層 二層,全筆移轉
RPPNMLRJJHIGFAX76EA,2,216.28,住家用,鋼筋混凝土造,110年5月4日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPOOMLRJJHIGFAX66DA,8,139.29,住家用,鋼筋混凝土造,103年10月17日,四層,一層 二層 見其他登記事項,全筆移轉
RPOOMLRJJHIGFAX66DA,8,262.60,住家用,鋼筋混凝土造,103年10月17日,四層,一層 二層 三層 四層 見其他登記事項 見其他登記事項,全筆移轉
RPOOMLRJJHIGFAX66DA,8,7.67,住家用,鋼筋混凝土造,103年10月17日,四層,,持分移轉
RPOOMLRJJHIGFAX66DA,8,7.67,住家用,鋼筋混凝土造,103年10月17日,四層,,持分移轉
RPXNMLNLKIHGFAX37DA,38,117.85,住家用,鋼筋混凝土加強磚造,73年7月12日,二層,一層 二層 電梯樓梯間,全筆移轉
RPROMLNJJHIGFAX56DA,30,28.16,住家用,鋼筋混凝土造,82年4月22日,五層,五層,全筆移轉
RPROMLNJJHIGFAX56DA,30,8.77,避難室,鋼筋混凝土造,82年4月22日,五層,,持分移轉
RPROMLNJJHIGFAX56DA,30,1.80,走道,鋼筋混凝土造,82年4月22日,五層,,持分移轉
RPTOMLTJJHIGFAX37DA,,16.45,住家用,造,10年0月0日,一層,一層,持分移轉
RPWNMLSKKIHGFAX67DA,29,6.40,避難室、停車場,鋼筋混凝土造,83年3月3日,七層,,持分移轉
RPWNMLSKKIHGFAX67DA,29,3.15,電梯間、梯間,鋼筋混凝土造,83年3月3日,七層,,持分移轉
RPWNMLSKKIHGFAX67DA,29,44.47,住家用,鋼筋混凝土造,83年3月3日,七層,六層 見其他登記事項,全筆移轉
RPVNMLNKJHIGFAX96DA,18,163.78,住商用,鋼筋混凝土造,94年3月31日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPVOMLLJKHIGFAX86DA,62,55.17,住商用,混凝土造,49年11月5日,三層,一層 二層 三層,持分移轉
RPUOMLLJKHIGFAX76DA,35,128.96,住家用,鋼筋混凝土加強磚造,76年10月20日,二層,一層 二層 電梯樓梯間 夾層,全筆移轉
RPXNMLLJKHIGFAX96DA,28,92.07,集合住宅,鋼筋混凝土造,84年1月19日,五層,三層 見其他登記事項,全筆移轉
