鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北區,房地(土地+建物),臺中市北區北平路一段５１號１樓,60.0,住,,,1100720,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760217,106.18,0,0,0,無,無,有,19000,179,,0.0,0,,RPXNMLLKQHGGFBB08CC
北屯區,房地(土地+建物),臺中市北屯區遼寧路一段３１巷３６之４號,22.35,住,,,1100801,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730430,81.77000000000001,3,1,1,有,無,有,12500,153,,0.0,0,社會住宅包租代管案件租金市價打9折。,RPUOMLLKQHGGFBB87CC
北區,房地(土地+建物)+車位,臺中市北區進化路５７０巷１３號８樓,34.84,住,,,1100716,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821230,146.86,3,2,2,有,有,有,17000,116,坡道平面,0.0,2000,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費、停車車位管理費費用為承租人另行支付。,RPXPMLLKQHGGFBB28CC
北區,房地(土地+建物),臺中市北區篤行路２３０號４樓,0.0,住,,,1100722,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810514,15.54,1,0,1,有,無,有,7000,450,,0.0,0,租賃期間自110/7/22日起至110/09/10日止,RPTQMLLKQHGGFBB97CC
北區,房地(土地+建物),臺中市北區中清路一段４４７號１１樓之３,11.91,住,,,1100720,土地1建物1車位0,十一層,20,辦公商業大樓,商業用,鋼筋混凝土造,0800204,157.63,0,0,0,無,有,有,21000,133,,0.0,0,,RPWQMLLKQHGGFBB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區東興路三段３８１號六樓之２,21.43,商,,,1100802,土地1建物1車位1,六層,6,辦公商業大樓,商業用,鋼筋混凝土造,0800930,139.41,0,0,0,無,有,有,30720,220,升降機械,0.0,0,,RPXNMLLKQHGGFCB18CC
南屯區,房地(土地+建物)+車位,臺中市南屯區建功路１０７號７樓之１９,22.23,住,,,1100719,土地1建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870922,161.48,3,2,2,有,有,有,17000,105,坡道機械,0.0,500,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費、停車車位管理費費用為承租人另行支付。,RPOPMLLKQHGGFCB47CC
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路１２７號１６樓之２,7.11,住,,,1100720,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,70.78,1,1,1,有,有,有,19200,302,坡道機械,13.89,2000,,RPPPMLLKQHGGFCB57CC
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩十街２６２號１５樓之２,11.31,住,,,1100722,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830721,155.52,3,2,2,有,有,有,22000,141,坡道平面,0.0,2500,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費、停車車位管理費費用為承租人另行支付。,RPQPMLLKQHGGFCB67CC
