鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
林口區,房地(土地+建物)+車位,新北市林口區國宅段95-8地號A1-8F,23.04,住,,,1100915,土地1建物1車位1,八層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.29,4,2,2,有,無,16500000,107864,坡道平面,27.08,1700000,,RPUSNLMLOHGGFBF68CB,玄泰寶格麗,
永和區,房地(土地+建物)+車位,新北市永和區中山路一段１００號旁,10.82,其他,,,1100811,土地7建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.59,3,2,2,有,無,25100000,203971,坡道平面,36.28,2600000,,RPRNMLMKQHGGFHF48CB,恆詠,A6-3F號
新莊區,房地(土地+建物)+車位,新北市新莊區福美街,17.79,住,,,1100812,土地4建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.03,3,2,2,有,無,16400000,157315,坡道平面,30.99,2550000,,RPVPMLNKQHGGFBF58CB,國鉅富,A棟12號
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區鳳福路與鳳七路交叉口鳳鳴段77地號,16.02,住,,,1100817,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,101.68,2,2,1,有,無,7880000,77431,坡道平面,19.93,1550000,,RPUOMLNKQHGGFIF09CB,森聯life-森睦社區,A14棟12號
新莊區,房地(土地+建物)+車位,新北市新莊區福德一街４１號旁,23.51,住,,,1100813,土地2建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.65,3,2,2,有,無,21600000,177344,坡道平面,33.95,2500000,,RPOQMLQKQHGGFBF28CB,陸江蒔莊,A1-14F號
永和區,房地(土地+建物)+車位,新北市永和區自由街,15.84,商,,,1100814,土地16建物1車位1,六層,24,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,191.71,0,0,1,有,無,30390000,187521,坡道平面,42.98,2500000,,RPPNMLQKQHGGFHF68CB,和峰,A1-6F號
永和區,房地(土地+建物),新北市永和區中山路一段１００號旁,10.92,其他,,,1100814,土地7建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.63,3,2,2,有,無,21990000,198771,,0.0,0,,RPQNMLQKQHGGFHF78CB,恆詠,A3-14F號
永和區,房地(土地+建物),新北市永和區中山路一段１００號旁,10.82,其他,,,1100814,土地7建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.26,3,2,2,有,無,22000000,199528,,0.0,0,,RPUNMLQKQHGGFHF56CB,恆詠,A6-14F號
永和區,房地(土地+建物)+車位,新北市永和區秀朗路一段及自由街A4/4F,9.8,商,,,1100811,土地8建物1車位1,四層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,97.11,0,0,0,無,無,17300000,171271,塔式車位,6.61,1800000,起照人為誠家興建設股份有限公司及捷洋開發股份有限公司,RPVNMLQKQHGGFHF66CB,自由扉扉,A4-4F號
蘆洲區,房地(土地+建物),新北市蘆洲區光榮路G棟11樓,17.3,住,,,1100816,土地3建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.51,2,2,1,有,無,12660000,167660,,0.0,0,,RPQNMLRKQHGGFGF88DB,維也納公寓,G棟11號
新莊區,房地(土地+建物)+車位,新北市新莊區福德一街４１號旁,18.96,住,,,1100813,土地2建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.79,2,2,2,有,無,17250000,172156,坡道平面,33.95,2300000,,RPRNMLRKQHGGFBF38CB,陸江蒔莊,A2-11F號
新莊區,房地(土地+建物)+車位,新北市新莊區福德一街４１號旁,28.21,住,,,1100812,土地2建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.19,3,2,2,有,無,25300000,176029,坡道平面,33.95,2550000,,RPSNMLRKQHGGFBF48CB,陸江蒔莊,B1-14F號
