鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
斗六市,房地(土地+建物),雲林縣斗六市科?一路,106.6,,工業區,丁種建築用地,1100811,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,167.01,5,1,4,有,無,8200000,49099,,0.0,0,,RPQNMLRKQHGGFAP76EB,幸福ing,C2棟0號
斗六市,房地(土地+建物),雲林縣斗六市科?一路,106.6,,工業區,丁種建築用地,1100811,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,166.71,5,1,4,有,無,8200000,49187,,0.0,0,,RPRNMLRKQHGGFAP86EB,幸福ing,C3棟0號
斗六市,房地(土地+建物),雲林縣斗六市科?一路,106.6,,工業區,丁種建築用地,1100811,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,166.71,5,1,4,有,無,8200000,49187,,0.0,0,,RPSNMLSKQHGGFAP07EB,幸福ing,C7棟0號
莿桐鄉,房地(土地+建物),雲林縣莿桐鄉南安路,94.18,住,,,1100814,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,173.75,5,2,2,有,無,7680000,44201,,0.0,0,,RPPNMLSKQHGGFAP56CB,聚馥,S2棟0號
西螺鎮,房地(土地+建物),雲林縣西螺鎮忠孝路,97.08,住,,,1100812,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,165.36,5,2,3,有,無,10200000,61684,,0.0,0,,RPSNMLSKQHGGFCP07CB,鼎富二期,X2棟0號
莿桐鄉,房地(土地+建物),雲林縣莿桐鄉南安路,108.54,住,,,1100816,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,174.75,5,2,2,有,無,8350000,47783,,0.0,0,,RPPNMLKLQHGGFAP48CB,聚馥,S13棟0號
莿桐鄉,房地(土地+建物),雲林縣莿桐鄉南安路,97.0,住,,,1100821,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,174.75,5,2,2,有,無,7960000,45551,,0.0,0,,RPPNMLOLQHGGFAP88CB,聚馥,S5棟0號
斗六市,房地(土地+建物),雲林縣斗六市科?一路,121.41,,工業區,丁種建築用地,1100812,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,193.86,3,2,4,有,無,10360000,53441,,0.0,0,,RPSNMLPLQHGGFAP66CB,綠邸三期,C棟26號
斗南鎮,房地(土地+建物),雲林縣斗南鎮守成街,22.93,住,,,1100817,土地1建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.52,3,2,2,有,無,4150000,52853,,0.0,0,,RPPNMLQLQHGGFBP56CB,幸福好好,9E號
