編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLQJRHGGFAV17CC,45,90.83,住家用,鐵筋水泥磚,65年11月29日,二層,,
RPRNMLQJRHGGFAV27CC,47,90.72,住家用,鐵筋水泥磚,63年6月24日,二層,,
RPWNMLRLRHGGFAV08CC,7,19.00,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPSNMLSLRHGGFAV77CC,7,36.00,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPTNMLTKIIGGFAV07CC,7,23.14,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPWNMLTLRHGGFAV28CC,7,25.00,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPUNMLRLRHGGFAV87CC,7,29.00,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPTNMLRLRHGGFAV77CC,7,23.14,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPQNMLRKRHGGFAV47DC,15,211.09,人行道、店舖、住宅、樓梯間,ＲＣ造,95年10月4日,三層,,
RPTNMLSJJIGGFAV96CC,4,29.75,住宅、樓梯間,ＲＣ造,106年8月31日,二層,,
RPRNMLQLIIGGFAV66CC,26,172.94,住家用,鋼筋混凝土造,85年2月16日,三層,,
RPUNMLSJJIGGFAV07CC,4,29.75,住宅、樓梯間,ＲＣ造,106年8月31日,二層,,
RPTNMLSLRHGGFAV87CC,7,23.14,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPRNMLKKJIGGFAV68CC,25,346.93,住商用,鋼筋混凝土造,85年7月22日,四層,,
