鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
草屯鎮,房地(土地+建物),南投縣草屯鎮富林路一段３３巷３２號,140.59,住,,,1110412,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0950707,208.54,4,3,3,有,無,無,23000,110,,0.0,0,,RPUNMLLKNHHGFBM68CC
草屯鎮,房地(土地+建物),南投縣草屯鎮史館路３８０巷１２號,34.93,,特定農業區,特定目的事業用地,1110420,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720412,82.78,3,2,2,有,無,無,9000,109,,0.0,0,,RPRNMLMKNHHGFBM48CC
名間鄉,房地(土地+建物),南投縣名間鄉彰南路３６６號C棟,1080.0,,特定農業區,丁種建築用地,1110505,土地2建物1車位0,一層,1,工廠,辦公室,鋼筋混凝土加強磚造、鋼架加強磚造,0630501,451.0,0,0,0,無,無,無,100000,,,0.0,0,,RPTNMLMKNHHGFAM58CC
南投市,房地(土地+建物),南投縣南投市南崗二路３１９號一樓,104.0,住,,,1110501,土地1建物1車位0,全,4,透天厝,補習班、住宅,鋼筋混凝土造,0880303,50.49,2,0,1,有,無,有,25000,495,,0.0,0,,RPWNMLQKNHHGFAM66CC
南投市,房地(土地+建物),南投縣南投市芳美路２０２號一樓,30.0,住,,,1110501,土地1建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土加強磚造、ＲＣ造,0660603,30.0,1,0,1,有,無,有,7000,233,,0.0,0,,RPXNMLQKNHHGFAM76CC
草屯鎮,建物,南投縣草屯鎮富中路５５號４樓,0.0,住,,,1110506,土地0建物0車位0,四層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1040825,37.75,1,0,1,有,有,有,6100,162,,0.0,0,此為分租套房，第四層分成 4 間，一間平均面積為 37.75 平方公尺。每月水雜費100元、 管理費300元、 機車費100元由承租人負擔。,RPRNMLRKNHHGFBM98CC
草屯鎮,建物,南投縣草屯鎮富中路５１號四樓,0.0,住,,,1110512,土地0建物0車位0,四層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1040825,38.02,1,0,1,有,有,有,7930,209,,0.0,0,此為分租套房，第四層分成4間，一間平均面積為38.02平方公尺。電費及每月水雜費100元、管理費300元皆由承租人負擔。,RPTNMLRKNHHGFBM56CC
草屯鎮,建物,南投縣草屯鎮富中路６９號七樓,0.0,住,,,1110512,土地0建物0車位0,七層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1040825,37.620000000000005,1,0,1,有,有,有,6600,175,,0.0,0,此為分租套房，第七層分成4間，一間平均面積為37.62平方公尺。電費及每月水雜費200元、管理費300元、機車停車位300元皆由承租人負擔。,RPVNMLRKNHHGFBM76CC
草屯鎮,房地(土地+建物),南投縣草屯鎮建興二街６４號,79.29,住,,,1110516,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0830722,201.17,6,2,5,有,無,無,18000,89,,0.0,0,,RPSNMLOLNHHGFBM88CC
