鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
斗六市,房地(土地+建物),雲林縣斗六市成功路,18.87,商,,,1110511,土地1建物1車位0,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.81,3,2,2,有,無,9500000,75511,,0.0,0,,RPRNMLMKNHHGFAP58CB,幸福精英匯,E棟1號
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮忠孝路,15.17,商,,,1110512,土地11建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.86,3,2,2,有,無,11370000,93565,坡道平面,32.7,1250000,,RPPNMLNKNHHGFDP78CB,鎧將雲鼎,B棟13F-J號
莿桐鄉,房地(土地+建物)+車位,雲林縣莿桐鄉西安路,52.13,住,,,1110513,土地2建物1車位2,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.05,3,2,2,有,無,6600000,50997,一樓平面,34.2,1100000,,RPRNMLQKNHHGFAP98CB,富邑皇邸21號苑,2B棟01號
斗六市,房地(土地+建物)+車位,雲林縣斗六市文化路,31.43,,特定農業區,甲種建築用地,1110517,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,140.07,3,1,2,有,無,7600000,60295,坡道平面,28.95,900000,,RPPNMLRKNHHGFAP88CB,璞樸莊園Twin House,B棟B2號
斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,14.5,商,,,1110513,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.14,3,1,2,有,無,12700000,100582,坡道平面,35.8,1300000,,RPTNMLTKNHHGFAP86CB,品風華,12FE棟2號
斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.28,商,,,1110513,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.08,3,1,2,有,無,13820000,98366,坡道平面,35.8,1300000,,RPUNMLTKNHHGFAP96CB,品風華,12FE棟3號
林內鄉,房地(土地+建物),雲林縣林內鄉民權路,68.83,,鄉村區,乙種建築用地,1110519,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,143.03,3,2,3,有,無,6400000,44746,,0.0,0,,RPRNMLKLNHHGFAP48CB,姮興光禾墅,D2棟0號
西螺鎮,房地(土地+建物),雲林縣西螺鎮福來路,101.71,住,,,1110513,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,232.5,4,3,5,有,無,14800000,63656,,0.0,0,,RPPNMLKLNHHGFCP48CB,真善美NO.16,A棟2號
斗六市,房地(土地+建物)+車位,雲林縣斗六市文化路,33.0,,特定農業區,甲種建築用地,1110521,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.19,3,1,2,有,無,7960000,59650,坡道平面,31.51,1000000,,RPPNMLMLNHHGFAP48CB,璞樸莊園Twin House,A棟A2號
斗六市,房地(土地+建物)+車位,雲林縣斗六市文化路,30.88,,特定農業區,甲種建築用地,1110521,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,140.7,3,1,2,有,無,7600000,61361,坡道平面,31.51,900000,,RPQNMLMLNHHGFAP58CB,璞樸莊園Twin House,B棟B5號
斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,12.27,商,,,1110515,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.83,2,1,2,有,無,10270000,98926,坡道機械,17.9,780000,,RPPNMLNLNHHGFAP58CB,品風華,11FE棟1號
斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.28,商,,,1110517,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.08,3,1,2,有,無,12850000,91530,坡道平面,35.8,1200000,,RPQNMLNLNHHGFAP68CB,品風華,7FE棟3號
斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮南昌西路,25.31,住,,,1110516,土地4建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.7,2,2,1,有,無,6780000,74987,坡道機械,13.22,820000,,RPQNMLNLNHHGFBP78CB,國際園首,1棟10K號
斗南鎮,房地(土地+建物),雲林縣斗南鎮南昌西路,24.87,住,,,1110523,土地4建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.06,2,2,1,有,無,5780000,74046,,0.0,0,,RPRNMLNLNHHGFBP88CB,國際園首,1棟7J號
斗南鎮,房地(土地+建物),雲林縣斗南鎮建國三路,94.95,住,,,1110513,土地2建物1車位0,全,3,店面(店鋪),住商用,鋼筋混凝土造,,180.49,4,2,4,有,無,13600000,75350,,0.0,0,,RPPNMLNLNHHGFBP78DB,微風city,C棟13號
斗六市,房地(土地+建物),雲林縣斗六市科?一路,82.16,,工業區,丁種建築用地,1110516,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,144.66,4,2,5,有,無,8280000,57238,,0.0,0,,RPSNMLOLNHHGFAP98CB,綠邸三期,B16號
斗六市,房地(土地+建物),雲林縣斗六市科?一路,82.16,,工業區,丁種建築用地,1110514,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,144.66,4,2,5,有,無,7980000,55164,,0.0,0,,RPTNMLOLNHHGFAP09CB,綠邸三期,C11號
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,108.32,,工業區,丁種建築用地,1110520,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,164.7,4,2,4,有,無,9700000,58895,一樓平面,0.0,0,,RPWNMLOLNHHGFAP76CB,幸福ING-NO.2,B9號
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,106.76,,工業區,丁種建築用地,1110521,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,164.7,4,2,4,有,無,9700000,58895,一樓平面,0.0,0,,RPXNMLOLNHHGFAP86CB,幸福ING-NO.2,A10號
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,118.04,,工業區,丁種建築用地,1110521,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,181.81,4,2,4,有,無,10300000,56653,一樓平面,0.0,0,,RPOOMLOLNHHGFAP68CB,幸福ING-NO.2,E5號
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,123.85,,工業區,丁種建築用地,1110514,土地3建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,188.23,4,2,4,有,無,10800000,57377,一樓平面,0.0,0,,RPPOMLOLNHHGFAP78CB,幸福ING-NO.2,E11號
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,118.05,,工業區,丁種建築用地,1110520,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,181.81,4,2,4,有,無,10300000,56653,一樓平面,0.0,0,,RPQOMLOLNHHGFAP88CB,幸福ING-NO.2,E3號
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,136.56,,工業區,丁種建築用地,1110521,土地2建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,181.81,4,2,4,有,無,11200000,61603,一樓平面,0.0,0,,RPROMLOLNHHGFAP98CB,幸福ING-NO.2,D1號
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東二路,132.15,住,,,1110521,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,227.29,4,2,5,有,無,14980000,65907,,0.0,0,,RPQNMLQLNHHGFDP66CB,寬庭大學9,A棟37號
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮永興南九路,24.43,住,,,1110521,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.82,2,1,1,有,無,9270000,75655,坡道平面,19.83,1100000,,RPRNMLQLNHHGFDP76CB,禾楓君悅-農博綻,A棟2號
褒忠鄉,房地(土地+建物),雲林縣褒忠鄉埔姜街,113.22,住,,,1110517,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,171.03,4,1,3,有,無,8100000,47360,,0.0,0,,RPPNMLRLNHHGFDP66CB,築夢十三期,B棟6號
斗六市,房地(土地+建物)+車位,雲林縣斗六市成功路,20.84,商,,,1110518,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,150.43,3,2,2,有,無,10540000,78788,坡道機械,23.0,500000,車位價款新台幣五十萬元整，已依房屋土地比例拆款分別計入土地、房屋價款內。,RPPNMLKMNHHGFAP38CB,幸福精英匯,1D號
古坑鄉,房地(土地+建物)+車位,雲林縣古坑鄉田心村田心路,31.5,,鄉村區,乙種建築用地,1110529,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.02,2,2,1,有,無,4300000,53319,其他,10.0,300000,,RPQNMLLMNHHGFAP58CB,亞設高地三期,E棟2號
林內鄉,房地(土地+建物),雲林縣林內鄉民權路,69.37,,鄉村區,乙種建築用地,1110529,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,145.46,3,2,3,有,無,6550000,45030,,0.0,0,,RPPNMLLJOHHGFAP28CB,姮興光禾墅,B6棟0號
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮永興南九路,33.01,住,,,1110527,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.64,3,1,2,有,無,12480000,78047,坡道平面,19.83,1100000,,RPPNMLLJOHHGFDP58CB,禾楓君悅-農博綻,A棟1號
西螺鎮,房地(土地+建物),雲林縣西螺鎮八德街,102.23,住,,,1110526,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,236.41,4,3,5,有,無,16350000,69160,,0.0,0,,RPPNMLLJOHHGFCP48CB,帝之苑六期,B棟11號
西螺鎮,房地(土地+建物),雲林縣西螺鎮八德街,108.43,住,,,1110522,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,249.59,4,3,5,有,無,16200000,64906,,0.0,0,,RPQNMLLJOHHGFCP58CB,帝之苑六期,B棟1號
西螺鎮,房地(土地+建物),雲林縣西螺鎮八德街,105.67,住,,,1110522,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,240.94,4,3,5,有,無,15500000,64331,,0.0,0,,RPRNMLLJOHHGFCP68CB,帝之苑六期,B棟12號
