鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
七堵區,建物,基隆市七堵區泰和街７５號４樓,0.0,其他,,,1110501,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0821124,85.92999999999999,3,2,2,有,無,有,10000,116,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPVNMLLKNHHGFDC97CC
暖暖區,建物,基隆市暖暖區源遠路１５２巷２９號５樓,0.0,住,,,1110502,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820927,99.37,3,1,1,有,無,有,10000,101,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPXNMLLKNHHGFDC18CC
安樂區,建物,基隆市安樂區安和一街６巷９７之２號,0.0,住,,,1110506,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0690729,72.41,3,1,1,有,無,有,10000,138,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPXOMLLKNHHGFDC28CC
安樂區,建物,基隆市安樂區武隆街７５號３樓,0.0,商,,,1110507,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790226,108.55000000000001,3,2,2,有,無,有,10000,92,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPOPMLLKNHHGFDC47CC
信義區,建物,基隆市信義區信一路１５０號５樓部分及地下二層車位一個,0.0,其他,,,1110408,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0860311,223.47,0,0,0,無,有,無,35500,159,坡道機械,0.0,0,租賃信一路150號五樓之一部分約67.6坪及地下二層機械停車位一個,RPQPMLLKNHHGFDC67CC
信義區,建物,基隆市信義區深澳坑路１６８巷４６弄３７號４樓,0.0,住,,,1110506,土地0建物1車位0,見其他登記事項,4,公寓(5樓含以下無電梯),住宅（夾層）儲藏室,鋼筋混凝土造,0840610,92.58999999999999,3,2,2,有,無,有,10000,108,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPTPMLLKNHHGFDC97CC
仁愛區,建物,基隆市仁愛區龍安街６９號,0.0,商,,,1110428,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0750702,99.55,2,1,1,有,無,有,10000,100,,0.0,0,水電費、瓦斯費、網路費皆由承租人負擔。,RPSOMLMKNHHGFDC87CC
中正區,建物,基隆市中正區新豐街４６０號之８  ３樓,0.0,其他,,,1110505,土地0建物1車位0,三層,18,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861121,43.24,1,1,1,有,無,有,13500,312,,0.0,0,水電費、瓦斯費、網路費皆由承租人負擔。,RPTOMLMKNHHGFDC97CC
信義區,建物,基隆市信義區深溪路３６巷１０２弄７號４樓,0.0,住,,,1110503,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860813,111.65,3,2,2,有,無,有,14000,125,,0.0,0,水電費、瓦斯費、網路費皆由承租人負擔。,RPUOMLMKNHHGFDC08CC
