鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
水里鄉,土地,牛轀轆段100地號,100.0,,鄉村區,乙種建築用地,1110802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,321101,3211,,0.0,0,祭祀公業標售,RPSNMLKKQHHGFEM98EA,0.0,0.0,0.0,無,0001
水里鄉,土地,牛轀轆段100地號,118.0,,鄉村區,乙種建築用地,1110802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,378899,3211,,0.0,0,祭祀公業標售,RPPNMLLKQHHGFEM78EA,0.0,0.0,0.0,無,0001
草屯鎮,土地,草屯段548-18地號,1679.0,都市：其他:倉儲區,,,1110802,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,145100000,86420,,0.0,0,政府機關標讓售；,RPPNMLTJQHHGFBM09DA,0.0,0.0,0.0,無,
草屯鎮,土地,新興段186-55地號,89.45,,鄉村區,乙種建築用地,1110803,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3330000,37228,,0.0,0,,RPPNMLMKQHHGFBM48DA,0.0,0.0,0.0,無,0003
竹山鎮,土地,桂南段1346地號,6.06,,山坡地保育區,農牧用地,1110803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3630,599,,0.0,0,,RPQNMLMKQHHGFDM78DA,0.0,0.0,0.0,無,0004
竹山鎮,建物,南投縣竹山鎮東鄉路８之６５號,0.0,,,,1110801,土地0建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710201,103.86,2,2,0,有,無,300000,2889,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSJQHHGFDM86EA,103.86,0.0,0.0,無,
中寮鄉,土地,後寮段1755地號,4030.0,,山坡地保育區,農牧用地,1110805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,620,,0.0,0,,RPTNMLMKQHHGFAM88EA,0.0,0.0,0.0,無,
仁愛鄉,土地,武界段1034地號,575.0,,山坡地保育區,農牧用地,1110802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,550000,957,,0.0,0,原住民保留地,RPVNMLPKQHHGFCM86DA,0.0,0.0,0.0,無,
埔里鎮,土地,寶湖窟段340地號,94.02,,特定農業區,甲種建築用地,1110801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,739000,7860,,0.0,0,,RPRNMLPKQHHGFCM09DA,0.0,0.0,0.0,無,
