鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
埔心鄉,房地(土地+建物),彰化縣埔心鄉員鹿路一段３７０號,46.85,,特定農業區,甲種建築用地,1091018,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土加強磚造,0650716,142.68,0,0,0,無,無,無,13000,91,,0.0,0,承租方欲申請公司行號等申請出來再做公證預計從110年1月1日開始承租租賃條件相同訂定5年租約.,RPQNMLNKJIPFFHN96CC
彰化市,建物,彰化縣彰化市中央路１８６號,0.0,住,,,1091102,土地0建物1車位0,見其他登記事項,16,店面(店鋪),住商用,鋼筋混凝土造,0810711,148.92,1,2,2,有,有,有,16000,107,,0.0,0,租金含管理費。,RPWNMLKLJIPFFAN66CC
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮大溪路二段３７０巷１弄１２號,90.0,住,,,1091024,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0671030,93.68,0,0,0,無,無,無,10000,107,,0.0,0,,RPQNMLNLJIPFFHN07CC
福興鄉,土地,三元段436-6地號,1301.0,,特定農業區,農牧用地,1091101,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,4000,3,,0.0,0,,RPRNMLNLJIPFFCN66CC
和美鎮,房地(土地+建物),彰化縣和美鎮和光路１４５巷１８號,19.0,住,,,1091026,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土加強磚造,0690930,19.0,12,0,12,有,無,有,6300,332,,0.0,0,,RPTNMLOLJIPFFBN86CC
和美鎮,房地(土地+建物),彰化縣和美鎮和光路１４５巷１８號,18.0,住,,,1091116,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土加強磚造,0690930,18.0,12,0,12,有,無,有,6500,361,,0.0,0,,RPUNMLOLJIPFFBN96CC
線西鄉,房地(土地+建物),彰化縣線西鄉彰濱東二路２２號,2677.68,,工業區,丁種建築用地,1091124,土地1建物1車位0,見其他登記事項,1,工廠,工業用,見其他登記事項,0880306,1453.6,0,0,0,無,有,無,220000,,,0.0,0,,RPSNMLRLJIPFFBN07CC
伸港鄉,土地,伸榮段800地號,1955.0,農,,,1091118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,15,,0.0,0,,RPPNMLTLJIPFFBN07DC
伸港鄉,土地,伸榮段800地號,1955.0,農,,,1091118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,15,,0.0,0,,RPQNMLKMJIPFFBN98DC
