鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北區,建物,臺南市北區成功路２號８樓之１４,0.0,其他,,,1091110,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731228,30.73,1,1,1,有,無,有,6300,205,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPOOMLLKJIPFFAD57CC
北區,建物,臺南市北區成功路２號９樓之４０,0.0,其他,,,1091110,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731228,38.67,1,1,1,有,無,有,5500,142,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPROMLLKJIPFFAD87CC
東區,建物,臺南市東區大同路二段２４５之１號５樓之１,0.0,住,,,1091101,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720908,39.199999999999996,1,0,1,有,無,有,5000,128,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPTOMLLKJIPFFCD28CC
東區,建物,臺南市東區仁和路９３之１號５樓之３,0.0,住,,,1091101,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831107,150.38,3,2,2,有,無,有,15000,100,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPUOMLLKJIPFFCD38CC
東區,建物,臺南市東區裕農路２８８巷９６弄２號,0.0,住,,,1091101,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0631113,77.44,3,2,2,有,無,有,15000,194,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPVOMLLKJIPFFCD48CC
永康區,建物,臺南市永康區成功路２５８號３樓之１８,0.0,住,,,1091101,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0800315,41.07,1,0,1,有,無,有,6800,166,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPPOMLLKJIPFFKD68CC
永康區,建物,臺南市永康區復華八街５１巷３５號十樓之６,0.0,住,,,1091101,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850426,48.209999999999994,1,2,1,有,無,有,10000,207,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPQOMLLKJIPFFKD78CC
永康區,建物,臺南市永康區新興街７８號四樓之１７,0.0,住,,,1091110,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801022,22.07,1,0,1,有,無,有,5000,227,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPROMLLKJIPFFKD88CC
仁德區,房地(土地+建物),臺南市仁德區德崙路４４２巷３５弄６號二樓之３,28.63,住,,,1091012,土地3建物1車位0,見其他登記事項,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041230,149.04000000000002,3,2,2,有,有,有,16000,107,,0.0,0,,RPXNMLLKJIPFFID66DC
