編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPXNMLLJKIPFFCQ37DC,18,86.27,集合住宅,鋼筋混凝土造,91年7月25日,五層,,
RPWNMLNLKIPFFBQ47CC,15,283.48,住商用,鋼筋混凝土造,94年12月26日,四層,,
RPQOMLKMJIPFFCQ76CC,43,150.35,住家用,鋼筋混凝土加強磚造,66年9月1日,二層,,
RPWNMLRJJHGGFDQ96DC,13,198.35,集合住宅,鋼筋混凝土造,96年7月17日,四層,,
RPPNMLMKJHGGFDQ38CC,13,198.35,集合住宅,鋼筋混凝土造,96年7月17日,四層,,
RPTNMLOKJHGGFCQ98DC,28,104.46,國民住宅,鋼筋混凝土造,82年2月17日,五層,,
RPPNMLOKJHGGFCQ58DC,26,137.02,住家用,鋼筋混凝土造,84年2月17日,三層,,
RPWNMLOKJHGGFCQ66DC,40,182.25,住商用,鋼筋混凝土加強磚造,70年2月3日,三層,,
RPUNMLOKJHGGFCQ09DC,28,92.85,國民住宅,鋼筋混凝土造,82年2月17日,五層,,
RPOOMLOKJHGGFCQ58DC,28,113.08,國民住宅,鋼筋混凝土造,82年2月17日,五層,,
RPPOMLOKJHGGFCQ68DC,27,169.68,住家用,RC造（RC磚材料）,83年1月7日,三層,,
RPROMLOKJHGGFCQ88DC,40,90.86,住商用,鋼筋混凝土造,70年1月3日,三層,,
RPQOMLOKJHGGFCQ78DC,5,36.36,店舖、住宅,鋼筋混凝土造,104年7月3日,四層,,
RPSOMLOKJHGGFCQ98DC,28,113.08,國民住宅,鋼筋混凝土造,82年2月17日,五層,,
RPTOMLOKJHGGFCQ09DC,27,169.68,住家用,RC造（RC磚材料）,83年1月7日,三層,,
RPVOMLOKJHGGFCQ66DC,5,36.36,店舖、住宅,鋼筋混凝土造,104年7月3日,四層,,
RPWOMLOKJHGGFCQ76DC,18,86.27,集合住宅,鋼筋混凝土造,91年7月25日,五層,,
RPPNMLTLJHGGFEQ66CC,28,64.89,住家用,鋼筋混凝土造,82年4月1日,十八層,,
RPXNMLTLJHGGFBQ17CC,14,66.75,商業用,鋼筋混凝土造,95年8月28日,八層,,
RPRNMLMKJHGGFBQ38CC,17,187.58,住商用,鋼筋混凝土造,92年8月5日,四層,,
RPXNMLTLJHGGFBQ17CC,14,40.89,共有部分,鋼筋混凝土造,95年8月28日,,,
RPXNMLRJJHGGFBQ76CC,14,13.46,住家用,鋼筋混凝土造,95年8月28日,八層,,
RPPOMLPKJHGGFBQ58CC,17,176.07,住商用,鋼筋混凝土造,92年9月22日,四層,,
RPXNMLRJJHGGFBQ76CC,14,1.60,住家用,鋼筋混凝土造,95年8月28日,八層,,
RPWNMLRJJHGGFBQ66CC,27,76.64,住家用,鋼筋混凝土造,83年5月12日,七層,,
RPWNMLRJJHGGFBQ66CC,27,11.97,住家用,鋼筋混凝土造,83年5月12日,七層,,
