鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路２４２號１９樓,21.08,住,,,1091013,土地1建物1車位1,十九層,25,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040611,249.84,3,2,2,有,有,有,58000,232,坡道平面,29.14,0,,RPQOMLLKJIPFFAE87CC
苓雅區,車位,高雄市苓雅區新光路６２巷B５-１５５車位,0.0,商,,,1091029,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,無,無,1500,,坡道平面,14.65,1500,,RPUOMLLKJIPFFBE38CC
苓雅區,車位,高雄市苓雅區新光路６２巷B５-５７車位,0.0,商,,,1091031,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,1700,,坡道平面,12.65,1700,,RPVOMLLKJIPFFBE48CC
苓雅區,車位,高雄市苓雅區新光路６２巷B４-１５４車位,0.0,商,,,1091029,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2000,,坡道平面,12.65,2000,,RPWOMLLKJIPFFBE58CC
前鎮區,房地(土地+建物),高雄市前鎮區廣西路２１３號１１樓之５,14.37,住,,,1091105,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,97.94,2,1,1,有,有,有,25000,255,,0.0,0,,RPTNMLLKJIPFFCE28CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區廣西路２１１號１１樓之５,14.37,住,,,1091106,土地1建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070620,97.94,2,1,1,有,有,有,27000,276,坡道平面,0.0,0,,RPUNMLLKJIPFFCE38CC
前鎮區,建物,高雄市前鎮區衙梅三街８號,0.0,住,,,1091110,土地0建物0車位0,全,3,透天厝,,鋼筋混凝土造,0651122,32.64,1,0,1,有,無,有,6000,184,,0.0,0,本案為共隔19間分租套房，本次僅出租此間為32.64平方公尺,RPSOMLLKJIPFFCE28CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區復興三路２６號２９樓之１,14.91,商,,,1091012,土地1建物1車位1,二十九層,29,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071102,202.11,3,2,2,有,有,有,32000,158,坡道平面,26.32,0,,RPWOMLLKJIPFFCE68CC
前鎮區,房地(土地+建物),高雄市前鎮區中山二路１８８號１３樓之１,4.52,商,,,1091012,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,57.56999999999999,1,1,1,有,有,有,15000,261,,0.0,0,,RPXOMLLKJIPFFCE78CC
三民區,建物,高雄市三民區重慶街７巷２號,0.0,住,,,1091106,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0980330,20.58,1,0,1,有,無,有,4600,224,,0.0,0,本案為共隔24間分租套房，本次僅出租此間為20.58平方公尺,RPWNMLLKJIPFFDE68CC
三民區,建物,高雄市三民區覺民路６４３號,0.0,住,,,1091110,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0940930,20.47,1,0,1,有,無,有,6000,293,,0.0,0,本案為共隔11間分租套、雅房，本次僅出租此間為20.47平方公尺,RPPOMLLKJIPFFDE08CC
三民區,建物,高雄市三民區重慶街７巷２號,0.0,住,,,1091106,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0980330,20.58,1,0,1,有,無,有,5000,243,,0.0,0,本案為共隔24間分租套房，本次僅出租此間為20.58平方公尺,RPROMLLKJIPFFDE28CC
三民區,建物,高雄市三民區鼎山街３６９號,0.0,住,,,1091110,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0930223,25.95,1,0,1,有,無,有,4350,168,,0.0,0,本案為共隔11間分租套、雅房，本次僅出租此間為25.95平方公尺,RPUOMLLKJIPFFDE58CC
三民區,房地(土地+建物),高雄市三民區建國三路２４１號３樓之２,5.67,商,,,1091012,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1081106,79.38,2,1,1,有,有,有,21000,265,,0.0,0,,RPRPMLLKJIPFFDE38CC
三民區,房地(土地+建物),高雄市三民區義光街４０號７樓之２,19.07,住,,,1091013,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850320,110.59,3,2,2,有,有,有,16000,145,,0.0,0,,RPTPMLLKJIPFFDE58CC
