鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
八德區,房地(土地+建物)+車位,桃園市八德區廣豐三街８號,25.49,住,,,1090812,土地1建物1車位1,見其他登記事項,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001118,190.06,2,0,1,有,有,有,59371,312,坡道平面,30.76,0,,RPPPMLLKJIPFFFH88EC
八德區,房地(土地+建物)+車位,桃園市八德區金和路５１號十三樓,15.36,住,,,1090812,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960815,127.7,3,2,1,有,有,有,16000,125,坡道平面,31.43,0,,RPQPMLLKJIPFFFH98EC
八德區,房地(土地+建物)+車位,桃園市八德區金和路７３號十三樓,19.11,住,,,1090906,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960815,149.5,3,2,2,有,有,有,17000,114,坡道平面,31.43,0,,RPTPMLLKJIPFFFH66EC
平鎮區,房地(土地+建物),桃園市平鎮區新華路７２巷１６號２樓,14.24,住,,,1091101,土地2建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850316,85.37,2,2,2,有,有,有,10000,117,,0.0,0,,RPTNMLMKJIPFFGH56DC
平鎮區,房地(土地+建物),桃園市平鎮區金陵路三段１９２號,59.24,,鄉村區,乙種建築用地,1091017,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0661103,95.4,0,0,2,有,無,有,29700,311,,0.0,0,,RPTOMLMKJIPFFGH66DC
桃園區,建物,桃園市桃園區鎮四街８６之６號,0.0,住,,,1091030,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690223,102.09,3,2,2,有,無,有,12000,118,,0.0,0,社會住宅,RPVOMLMKJIPFFAH78CC
桃園區,建物,桃園市桃園區江南十街３２巷７號一樓,0.0,住,,,1091024,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821104,73.52000000000001,2,2,1,有,有,有,12000,163,,0.0,0,租金含管理費。,RPOPMLMKJIPFFAH18CC
桃園區,建物,桃園市桃園區吉安街１８９號十八樓,0.0,住,,,1091021,土地0建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090227,140.32,2,2,1,有,有,有,26000,185,坡道平面,40.98,0,租金含管理費。,RPWQMLMKJIPFFAH09CC
中壢區,建物,桃園市中壢區金鋒四街５０巷２０號八樓,0.0,其他,,,1090814,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930706,130.45000000000002,3,1,1,有,有,有,15000,115,,0.0,0,社會住宅,RPVNMLMKJIPFFBH78CC
中壢區,建物,桃園市中壢區中山東路三段４２９巷８７弄４３號,0.0,住,,,1090822,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730131,87.61,3,1,1,有,無,有,15000,171,,0.0,0,社會住宅,RPWNMLMKJIPFFBH88CC
