編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPTNMLQKKIGGFAW07CC,5,79.51,集合住宅,鋼筋混凝土造,105年11月16日,三層,,
RPWNMLQKKIGGFAW37CC,27,245.75,店舖,鋼骨構造,83年9月24日,3,,
RPTNMLQKKIGGFAW07CC,5,6.18,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,105年11月16日,三層,,
