鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
員山鄉,建物,宜蘭縣員山鄉金山西路２５８號七樓,0.0,住,,,1101022,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830112,135.87,3,2,2,有,有,有,12000,88,,0.0,0,,RPTNMLLKJIGGFBG57CC
宜蘭市,建物,宜蘭縣宜蘭市泰山路１１２巷４弄９-１號,0.0,住,,,1101015,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0700319,105.74000000000001,3,1,2,有,有,有,14000,132,,0.0,0,,RPOOMLLKJIGGFBG17CC
礁溪鄉,建物,宜蘭縣礁溪鄉中山路一段３１２之６號２樓,0.0,住,,,1101015,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,83.59,2,1,1,有,有,有,14400,172,坡道平面,0.0,0,,RPPOMLLKJIGGFBG27CC
羅東鎮,建物,宜蘭縣羅東鎮北投街４６巷５號４樓,0.0,,特定農業區,甲種建築用地,1101026,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840527,59.92,1,1,1,有,有,有,7500,125,,0.0,0,,RPROMLMKJIGGFAG47CC
宜蘭市,建物,宜蘭縣宜蘭市同興街４６號二樓,0.0,商,,,1101028,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730116,67.32,2,1,1,有,無,有,9000,134,,0.0,0,,RPVOMLPKJIGGFBG28CC
礁溪鄉,建物,宜蘭縣礁溪鄉礁溪路四段２９號３樓,0.0,住,,,1101116,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730110,69.47,2,1,1,有,無,無,7500,108,,0.0,0,,RPUNMLRKJIGGFBG28CC
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市黎明三路３２巷５弄２０號,167.86,農,,,1101114,土地7建物1車位0,全,3,透天厝,集合住宅、停車空間,鋼筋混凝土造,1050617,205.04,4,3,4,有,無,有,25000,122,,0.0,0,,RPVOMLRKJIGGFBG48CC
宜蘭市,建物,宜蘭縣宜蘭市大坡路一段３２號五樓之三,0.0,其他,,,1101116,土地0建物1車位0,五層,12,辦公商業大樓,辦公室,鋼筋混凝土造,0830820,107.9,3,2,2,有,有,無,6500,60,,0.0,0,,RPVOMLSKJIGGFBG58CC
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永安路３０９號,113.67,住,,,1101112,土地2建物1車位0,見其他登記事項,3,店面(店鋪),停車空間、住宅、樓梯間,鋼骨鋼筋混凝土造,1051005,196.01,4,2,5,有,無,有,25000,128,,0.0,0,,RPTOMLTKJIGGFAG38CC
