鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
員林市,房地(土地+建物)+車位,彰化縣員林市龍富二街,25.3,住,,,1101112,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.81,3,2,2,有,無,8700000,72183,坡道機械,20.83,1050000,坐落土地:彰化縣員林市和平段1188、1189、1190、1191、1192地號等5筆土地，經合併後為1188地號1筆土地。,RPQNMLOKJIGGFDN38CB,昌祐信義大廈,A棟3F號
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮大突巷,107.79,,鄉村區,乙種建築用地,1101113,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,185.97,5,2,3,有,無,9860000,53019,,0.0,0,,RPPNMLPKJIGGFHN78CB,好麟居七期,A棟11號
和美鎮,房地(土地+建物)+車位,彰化縣和美鎮和群段1213、1213-27地號,36.03,,鄉村區,乙種建築用地,1101113,土地2建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,163.2,3,2,2,有,無,10050000,67403,坡道平面,31.9,1200000,,RPPNMLQKJIGGFBN28CB,惠來?悅花園,A2棟4號
北斗鎮,房地(土地+建物)+車位,彰化縣北斗鎮文苑路一段260巷,36.96,住,,,1101113,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.93,3,2,2,有,無,6400000,51387,一樓平面,19.9,900000,,RPQNMLQKJIGGFFN78CB,大心,B棟2號
北斗鎮,房地(土地+建物)+車位,彰化縣北斗鎮文苑路一段260巷,36.72,住,,,1101114,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.56,3,2,2,有,無,6700000,54378,一樓平面,19.9,900000,,RPQNMLRKJIGGFFN88CB,大心,D棟1號
二林鎮,房地(土地+建物),彰化縣二林鎮西平街,110.0,住,,,1101114,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,225.79,5,2,5,有,無,15880000,70331,,0.0,0,,RPPNMLRKJIGGFGN88CB,勝龍中央公園,B棟2號
員林市,房地(土地+建物)+車位,彰化縣員林市莒光路161巷,28.18,住,,,1101111,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.12,2,2,2,有,無,6980000,71477,坡道機械,13.26,700000,,RPPNMLSKJIGGFDN68CB,牡丹園堡,A棟3號
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉大同十二街,24.24,住,,,1101116,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.47,3,1,2,有,無,5090000,72229,一樓平面,0.0,0,,RPPNMLTKJIGGFBN58CB,道恩起家310-1,3B號
和美鎮,房地(土地+建物)+車位,彰化縣和美鎮和群段1213、1213-27地號,36.3,,鄉村區,乙種建築用地,1101118,土地2建物1車位2,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,196.1,3,2,2,有,無,12100000,71807,坡道平面,63.8,2600000,,RPQNMLTKJIGGFBN68CB,惠來?悅花園,A1棟9號
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮光榮街,17.79,商,,,1101114,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.32,2,2,1,有,無,3880000,61276,,0.0,0,,RPPNMLTKJIGGFHN66DB,溪湖一品,Ａ棟2號
和美鎮,房地(土地+建物),彰化縣和美鎮和泰路,36.63,住,,,1101115,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.4,3,2,2,有,無,8280000,73016,,0.0,0,,RPQNMLMLJIGGFBN08CB,卡里善一期,A棟2F號
和美鎮,房地(土地+建物)+車位,彰化縣和美鎮和群段1213、1213-27地號,33.81,,鄉村區,乙種建築用地,1101119,土地2建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,154.57,3,2,2,有,無,9450000,67661,坡道平面,31.9,1150000,,RPSNMLMLJIGGFBN28CB,惠來?悅花園,D3棟6號
大村鄉,房地(土地+建物),彰化縣大村鄉貢旗一巷,92.0,住,,,1101117,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,188.0,4,2,3,有,無,9200000,48936,,0.0,0,,RPWNMLMLJIGGFDN88CB,柏翠莊園,B棟8號
社頭鄉,房地(土地+建物),彰化縣社頭鄉忠勇街169巷,75.18,住,,,1101112,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,169.74,5,2,2,有,無,8800000,51844,,0.0,0,,RPQNMLNLJIGGFEN48CB,米蘭二期,A2棟1號
社頭鄉,房地(土地+建物),彰化縣社頭鄉忠勇街169巷,76.41,住,,,1101115,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,169.74,5,2,3,有,無,9100000,53611,,0.0,0,,RPRNMLNLJIGGFEN58CB,米蘭二期,A1棟1號
