鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
頭份市,房地(土地+建物),苗栗縣頭份市忠孝一路１４９號五樓,22.3,住,,,1100510,土地2建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1050816,80.7,2,1,1,有,無,有,13000,161,,0.0,0,,RPVNMLLKNHGGFFK88CC
頭份市,房地(土地+建物)+車位,苗栗縣頭份市公園七街２７號１２樓,13.28,商,,,1100509,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041211,126.63,2,1,2,有,有,有,16000,126,坡道平面,10.18,0,,RPTNMLMKNHGGFFK78CC
頭份市,房地(土地+建物)+車位,苗栗縣頭份市民權里１鄰中華路８８３-５號７樓,24.8,住,,,1100517,土地1建物1車位1,七層,,華廈(10層含以下有電梯),,,,28.02,3,2,2,有,無,有,18000,642,其他,0.0,0,,RPXNMLTKNHGGFFK27CC
造橋鄉,房地(土地+建物),苗栗縣造橋鄉禮蘭新村３９號,103.72,,鄉村區,乙種建築用地,1100523,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0841208,169.65,4,2,3,有,無,有,12000,71,,0.0,0,,RPTNMLOLNHGGFDK98DC
頭份市,房地(土地+建物),苗栗縣頭份市銀河路２５８號,19.11,住,,,1100525,土地1建物1車位0,見其他登記事項,2,店面(店鋪),店舖、集合住宅,鋼筋混凝土造,1070809,56.27,3,2,2,有,無,有,12000,213,,0.0,0,,RPVNMLPLNHGGFFK76CC
頭份市,房地(土地+建物),苗栗縣頭份市信東路二段２０３號,72.03,住,,,1100501,土地1建物1車位0,全,3,透天厝,住家用,ＲＣ構造，加強磚造,0720609,49.54,3,2,2,有,無,有,16000,323,,0.0,0,,RPWNMLPLNHGGFFK86CC
頭份市,房地(土地+建物),苗栗縣頭份市富強三街１０１號,48.17,住,,,1100506,土地1建物1車位0,一層,1,辦公商業大樓,商業用,鋼筋混凝土造,1061115,133.3,1,1,1,有,無,有,24000,180,,0.0,0,,RPQOMLPLNHGGFFK98CC
頭份市,房地(土地+建物),苗栗縣頭份市中華路８８３-５號７樓,24.8,住,,,1100517,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土加強磚造,0541215,61.41,3,2,2,有,無,有,18000,293,,0.0,0,,RPROMLPLNHGGFFK09CC
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮苑坑里７鄰７４號,156.3,,特定農業區,甲種建築用地,1100513,土地1建物1車位0,全,3,透天厝,住家用,土造,,985.3,3,2,2,有,無,有,10000,10,,0.0,0,,RPTNMLPLNHGGFCK88CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔一街５０號８樓,17.08,住,,,1100506,土地1建物1車位0,八層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090915,69.91,3,2,2,有,無,有,15000,215,,0.0,0,,RPSOMLPLNHGGFDK98CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮中山路１０６號,55.08,住,,,1100515,土地1建物1車位0,全,3,透天厝,住商用,磚造,,96.2,3,2,3,有,無,有,27000,281,,0.0,0,,RPTOMLPLNHGGFDK09CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮科專七路３２６號５樓之２,40.75,住,,,1100520,土地1建物1車位0,五層,9,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050115,89.9,3,2,2,有,無,有,16000,178,,0.0,0,,RPUOMLPLNHGGFDK56CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市自治路４２６巷３號１１樓之３,18.92,住,,,1100525,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091215,60.12,2,1,1,有,有,有,15000,250,其他,0.0,0,,RPUNMLQLNHGGFBK98CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市自治路４２６巷３號１１樓之３,18.92,住,,,1100525,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091215,60.12,2,1,1,有,有,有,15000,250,其他,0.0,0,,RPVNMLQLNHGGFBK09CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市自治路４２６巷３號９樓之３,18.29,住,,,1100524,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091215,60.12,2,1,1,有,有,有,14000,233,其他,0.0,0,,RPWNMLQLNHGGFBK56CC
苗栗市,房地(土地+建物),苗栗縣苗栗市至公路４３２號１-２樓,219.64,住,,,1100522,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830122,107.2,0,0,0,無,無,有,14000,131,,0.0,0,,RPXNMLQLNHGGFBK66CC
苗栗市,房地(土地+建物),苗栗縣苗栗市中山路４０３號５樓,31.57,住,,,1100426,土地1建物1車位0,五層,,華廈(10層含以下有電梯),,,,132.24,4,2,2,有,無,有,15000,113,,0.0,0,,RPOOMLQLNHGGFBK48CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮照南里１６鄰博愛街２２２號,111.76,住,,,1100429,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0910115,265.34,4,4,5,有,無,有,30000,113,,0.0,0,,RPPNMLTLNHGGFDK98CC
苗栗市,房地(土地+建物),苗栗縣苗栗市饒平街１５號５樓,22.0,住,,,1100609,土地1建物1車位0,見其他登記事項,,公寓(5樓含以下無電梯),,,,82.47,2,1,1,有,無,有,6500,79,,0.0,0,,RPUNMLTJOHGGFBK56CC
頭份市,房地(土地+建物),苗栗縣頭份市中興路６２０號一樓,16.4,住,,,1100610,土地2建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0830713,139.43,0,0,0,無,有,無,18000,129,,0.0,0,,RPWNMLLKOHGGFFK09CC
苗栗市,房地(土地+建物),苗栗縣苗栗市金朝街４８號６樓,114.33,住,,,1100615,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820701,82.12,3,2,2,有,有,有,10000,122,,0.0,0,,RPSNMLQKOHGGFBK78CC
頭份市,土地,蘆竹湳段蘆竹湳小段664地號,507.0,工,,,1100531,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,59,,0.0,0,,RPRNMLLLOHGGFFK68CC
公館鄉,房地(土地+建物),苗栗縣公館鄉石墻村７鄰１５３-１號,1182.75,,特定農業區,丁種建築用地,1100513,土地1建物1車位0,見其他登記事項,1,工廠,廠房及辦公室,加強磚造，鋼架,,563.87,0,0,0,無,無,有,60000,,,0.0,0,,RPPOMLNLOHGGFBK38CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市莊敬街１４５號２樓之３,45.63,住,,,1100626,土地1建物1車位1,二層,,華廈(10層含以下有電梯),,,,133.72,3,2,2,有,有,有,18000,135,一樓平面,0.0,0,,RPPNMLSLOHGGFBK78CC
苗栗市,房地(土地+建物),苗栗縣苗栗市縣府路１０８號,99.76,住,,,1100629,土地1建物1車位0,十三層,,住宅大樓(11層含以上有電梯),,,,96.09,3,2,2,有,有,有,9000,94,,0.0,0,,RPQNMLMJPHGGFBK18CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮聖福里２３鄰環市路三段３３３之５號,129.12,工,,,1100703,土地1建物1車位0,全,4,透天厝,一般零售場所、一般事務所、停車空間,鋼筋混凝土造,0961009,276.34,5,2,5,有,無,有,38000,138,,0.0,0,第1層為店面，租金13000元。第2到4層為住家，租金25000元,RPROMLQJPHGGFDK98CC
頭份市,房地(土地+建物),苗栗縣頭份市光華北路２４巷２弄１號,129.47,住,,,1100701,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0900508,174.25,4,2,3,有,無,有,30000,172,,0.0,0,,RPQNMLRJPHGGFFK09CC
竹南鎮,土地,新山佳段765地號,627.3,住,,,1100616,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,48,,0.0,0,實拿不含稅不含健保補充費,RPPNMLTJPHGGFDK98CC
苗栗市,房地(土地+建物),苗栗縣苗栗市蕉嶺街３７之２號２樓,21.29,住,,,1100708,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871210,91.76,3,2,2,有,無,有,15000,163,,0.0,0,,RPPNMLTJPHGGFBK78CC
頭份市,土地,蟠桃段忠孝小段992-1地號,545.0,商,,,1100701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,85000,156,,0.0,0,,RPPNMLOKPHGGFFK78CC
頭份市,房地(土地+建物),苗栗縣頭份市中正一路１３９號６樓,22.9,住,,,1100710,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041124,139.9,2,2,2,有,無,有,16500,118,,0.0,0,,RPRNMLQKPHGGFFK56CC
頭份市,房地(土地+建物),苗栗縣頭份市自強路１１２-８號,135.23,住,,,1100705,土地1建物1車位0,見其他登記事項,2,倉庫,住家用,鋼筋混凝土造,0641212,101.2,2,2,2,有,無,無,10000,,,0.0,0,,RPSNMLQKPHGGFFK66CC
