鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
頭城鎮,建物,宜蘭縣頭城鎮文雅路５７巷１８號１４樓之１５,0.0,住,,,1100507,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060814,46.94,1,1,1,有,有,有,15000,320,,0.0,0,,RPTOMLLKNHGGFBG97CC
冬山鄉,建物,宜蘭縣冬山鄉冬山路５段２０９巷７弄２３號,85.38,其他,,,1100423,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0630702,99.9,3,2,2,有,無,有,12000,120,,0.0,0,,RPPOMLLKNHGGFAG47CC
羅東鎮,建物,宜蘭縣羅東鎮大同路６３號,0.0,住,,,1100510,土地0建物1車位0,全,2,透天厝,住家用,木造,0360601,103.74,3,1,2,有,無,無,22000,212,,0.0,0,1.房屋外牆屋主仍可出租作廣告用途。2.房屋應加保火險由承租人負擔保險費，以保障安全。3.租期屆滿時，承租人有優先承租權。,RPRNMLMKNHGGFAG67CC
五結鄉,建物,宜蘭縣五結鄉孝威南路１９-２６號２樓,47.11,,特定農業區,甲種建築用地,1100420,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840524,127.17,3,2,2,有,無,有,10000,79,,0.0,0,,RPTNMLMKNHGGFAG87CC
羅東鎮,建物,宜蘭縣羅東鎮中山路四段２號５樓之１,177.0,其他,,,1100427,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840810,67.23,2,1,1,有,無,有,12000,178,,0.0,0,,RPUNMLMKNHGGFAG97CC
羅東鎮,建物,宜蘭縣羅東鎮西寧路１２８號,0.0,住,,,1100510,土地0建物1車位0,見其他登記事項,5,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0840311,131.32,3,2,2,有,無,無,15000,114,,0.0,0,,RPWNMLMKNHGGFAG18CC
羅東鎮,建物,宜蘭縣羅東鎮興東南路１６７號２樓,50.0,住,,,1100509,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0830625,65.55,2,1,1,有,無,有,13500,206,,0.0,0,,RPTOMLMKNHGGFAG97CC
礁溪鄉,建物,宜蘭縣礁溪鄉和平路９３之１０號５樓,0.0,住,,,1100515,土地0建物1車位0,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820708,35.06,1,0,1,有,有,有,7500,214,,0.0,0,,RPROMLSKNHGGFBG48CC
羅東鎮,建物,宜蘭縣羅東鎮義和巷５之３號,71.0,住,,,1100520,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680915,51.8,2,1,1,有,無,有,10500,203,,0.0,0,,RPOOMLPLNHGGFAG87CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮中正南路１０７號,308.0,住,,,1100519,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,,165.29,4,2,3,有,無,無,11000,67,,0.0,0,,RPPOMLPLNHGGFAG97CC
宜蘭市,建物,宜蘭縣宜蘭市東港路一段１８６巷１７弄１號,0.0,農,,,1100523,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0651102,110.34,5,2,4,有,無,有,15000,136,,0.0,0,,RPQNMLRLNHGGFBG28CC
員山鄉,建物,宜蘭縣員山鄉金山西路２６０巷２號４樓,0.0,住,,,1100523,土地0建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830112,88.05,3,2,2,有,無,有,11000,125,,0.0,0,,RPSOMLRLNHGGFBG58CC
壯圍鄉,建物,宜蘭縣壯圍鄉中央路二段３１５號,0.0,住,,,1100507,土地0建物1車位0,一層,2,店面(店鋪),住家用,鋼筋混凝土加強磚造,0690225,96.14,0,0,0,無,無,無,18000,187,,0.0,0,,RPSOMLLJOHGGFBG87CC
