鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
大寮區,房地(土地+建物)+車位,高雄市大寮區大智街,27.07,住,,,1110813,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.18,3,2,2,有,無,8220000,68260,坡道平面,21.0,1450000,,RPPNMLOKQHHGFLE88CB,大橘新加坡3,B棟2號
大寮區,房地(土地+建物)+車位,高雄市大寮區大智街,27.07,住,,,1110813,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.18,3,2,2,有,無,8020000,66747,坡道平面,21.0,1400000,,RPQNMLOKQHHGFLE98CB,大橘新加坡3,D棟1號
岡山區,房地(土地+建物)+車位,高雄市岡山區白米路10巷,26.08,,鄉村區,乙種建築用地,1110814,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.42,3,2,2,有,無,8170000,84675,坡道平面,18.42,1650000,,RPPNMLPKQHHGFFE38CB,藏逸6,A2棟0號
彌陀區,房地(土地+建物),高雄市彌陀區中正東路,113.77,住,,,1110814,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,180.4,5,2,3,有,無,13800000,76497,,0.0,0,,RPQNMLPKQHHGFFE48CB,路科苑,B22棟0號
三民區,房地(土地+建物)+車位,高雄市三民區建國三路和市中一路口,13.42,商,,,1110814,土地7建物1車位1,二十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,211.78,3,2,2,有,無,26740000,132500,坡道平面,26.95,2250000,,RPPNMLQKQHHGFDE28CB,國泰頤河,B棟1號
三民區,房地(土地+建物)+車位,高雄市三民區建國三路和市中一路口,13.42,商,,,1110814,土地7建物1車位1,二十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.68,3,2,2,有,無,26340000,129254,坡道平面,30.85,2450000,,RPQNMLQKQHHGFDE38CB,國泰頤河,B棟1號
三民區,房地(土地+建物)+車位,高雄市三民區建國三路和市中一路口,10.61,商,,,1110813,土地7建物1車位1,二十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.1,3,2,2,有,無,19370000,128429,坡道平面,30.85,2000000,,RPTNMLQKQHHGFDE68CB,國泰頤河,B棟5號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保安二街,20.79,住,,,1110812,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.47,2,2,2,有,無,14200000,101313,坡道平面,22.57,1850000,,RPPNMLQKQHHGFGE58CB,悅讀VIP,A棟3號
左營區,房地(土地+建物)+車位,高雄市左營區左屏段2地號,8.58,住,,,1110815,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.71,2,1,1,有,無,8450000,91452,坡道機械,12.98,1250000,,RPPNMLQKQHHGFEE38CB,諾金,A11棟8號
楠梓區,房地(土地+建物),高雄市楠梓區大學南路&大學二十九路&大學五十六街,19.01,住,,,1110814,土地2建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.92,0,0,0,無,無,13100000,96380,,0.0,0,,RPRNMLQKQHHGFEE58CB,崑庭馥御,S棟20號
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十一路&大學三十三街&大學三十五街,12.0,住,,,1110812,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.14,3,2,1,有,無,8900000,87750,坡道平面,18.24,1450000,,RPSNMLQKQHHGFEE68CB,棋琴25重奏,E棟3號
左營區,房地(土地+建物),高雄市左營區左屏段2地號,15.37,住,,,1110816,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.11,0,0,0,無,無,14600000,123614,,0.0,0,,RPPNMLRKQHHGFEE48CB,諾金,S棟13號
大寮區,房地(土地+建物)+車位,高雄市大寮區大智街,27.07,住,,,1110817,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.18,3,2,2,有,無,8490000,70478,坡道平面,21.0,1500000,,RPPNMLRKQHHGFLE56CB,大橘新加坡3,D棟2號
三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,5.91,商,,,1110815,土地1建物1車位1,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.04,2,2,2,有,無,9270000,102724,坡道機械,19.48,1200000,,RPPNMLRKQHHGFDE38CB,鑫天地二期,B15棟6號
大社區,房地(土地+建物),高雄市大社區保安段408地號,26.32,住,,,1110815,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.12,2,2,2,有,無,5880000,76245,,0.0,0,,RPQNMLRKQHHGFIE98CB,安庭風晴,B棟3號
仁武區,房地(土地+建物)+車位,高雄市仁武區同和路,27.48,住,,,1110812,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.4,3,2,2,有,無,11120000,73364,坡道平面,25.0,1700000,,RPPNMLSKQHHGFIE98CB,大橘世代,A棟1號
楠梓區,房地(土地+建物)+車位,高雄市楠梓區惠正街,11.62,住,,,1110817,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,92.08,2,1,1,有,無,5680000,61685,坡道平面,18.01,0,原買方讓渡總價金為陸佰零捌萬元整,RPPNMLSKQHHGFEE58CB,?揚天鵝堡,A8棟10號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,17.07,住,,,1110812,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.07,0,2,2,有,無,10770000,92475,坡道平面,15.53,1750000,,RPQNMLSKQHHGFGE88CB,藏美東京都,C棟7號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,23.28,住,,,1110813,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.61,2,2,2,有,無,15390000,102892,坡道平面,15.53,1800000,,RPUNMLSKQHHGFGE66CB,藏美東京都,A棟2號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,17.07,住,,,1110814,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.07,0,2,2,有,無,10650000,90219,坡道平面,15.53,1850000,,RPUOMLSKQHHGFGE76CB,藏美東京都,C棟7號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,20.21,住,,,1110813,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.46,2,2,2,有,無,13240000,99104,坡道平面,15.53,1850000,,RPUQMLSKQHHGFGE96CB,藏美東京都,C棟5號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,15.57,住,,,1110814,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.71,0,2,2,有,無,10380000,97331,坡道平面,15.53,1700000,,RPWQMLSKQHHGFGE17CB,藏美東京都,A棟3號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,17.07,住,,,1110813,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.07,0,2,2,有,無,10760000,91860,坡道平面,15.53,1800000,,RPPRMLSKQHHGFGE56CB,藏美東京都,C棟7號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,20.21,住,,,1110813,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.46,2,2,2,有,無,13050000,97451,坡道平面,15.53,1850000,,RPQRMLSKQHHGFGE66CB,藏美東京都,C棟1號
鳳山區,房地(土地+建物)+車位,高雄市鳳山區勝中路與勝愛街口,20.21,住,,,1110814,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.58,2,2,2,有,無,13210000,99713,坡道平面,16.65,1750000,,RPTSMLSKQHHGFGE07CB,藏美東京都,C棟5號
鳳山區,房地(土地+建物),高雄市鳳山區代德三街,106.9,住,,,1110814,土地1建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,,328.98,6,2,6,有,無,28500000,86631,,0.0,0,,RPOTMLSKQHHGFGE66CB,銳揚國囍,B棟3號
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,5.0,商,,,1110812,土地34建物1車位1,二十八層,37,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.32,3,2,2,有,無,20600000,155032,坡道平面,14.99,2100000,,RPQNMLTKQHHGFAE38CB,港灣1號院,B棟11-28F號
湖內區,房地(土地+建物)+車位,高雄市湖內區圍子內段3526地號,37.01,住,,,1110816,土地1建物1車位1,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.21,2,2,2,有,無,7360000,66645,一樓平面,25.78,1200000,,RPPNMLTKQHHGFJE56CB,藏龍八期,A1棟0號
湖內區,房地(土地+建物)+車位,高雄市湖內區圍子內段3526地號,35.51,住,,,1110816,土地1建物1車位1,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.47,2,2,2,有,無,7140000,66975,一樓平面,25.78,1200000,,RPQNMLTKQHHGFJE66CB,藏龍八期,A2棟0號
湖內區,房地(土地+建物)+車位,高雄市湖內區圍子內段3526地號,34.9,住,,,1110818,土地1建物1車位1,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.83,2,2,2,有,無,6400000,59736,一樓平面,25.78,1200000,,RPRNMLTKQHHGFJE76CB,藏龍八期,A7棟0號
燕巢區,房地(土地+建物),高雄市燕巢區中西路,84.32,住,,,1110813,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,216.8,5,2,4,有,無,15390000,70987,,0.0,0,,RPPNMLTKQHHGFFE78CB,基茂家禾,B1棟0號
楠梓區,房地(土地+建物),高雄市楠梓區大學十九街,12.21,住,,,1110820,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,73.17,2,1,1,有,無,6580000,89928,,0.0,0,,RPPNMLLLQHHGFEE97CB,微美居鉑金特區,V棟4號
楠梓區,房地(土地+建物),高雄市楠梓區大學十九街,12.45,住,,,1110819,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.65,2,1,1,有,無,6910000,95114,,0.0,0,,RPQNMLLLQHHGFEE08CB,微美居鉑金特區,O棟12號
楠梓區,房地(土地+建物),高雄市楠梓區大學十九街,12.09,住,,,1110821,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.15,2,1,1,有,無,6920000,95911,,0.0,0,,RPRNMLLLQHHGFEE18CB,微美居鉑金特區,U棟12號
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學十九街,12.45,住,,,1110820,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.99,2,1,1,有,無,7800000,89470,坡道機械,8.34,1300000,,RPSNMLLLQHHGFEE28CB,微美居鉑金特區,O棟13號
楠梓區,房地(土地+建物),高雄市楠梓區大學十九街,12.09,住,,,1110821,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.15,2,1,1,有,無,7170000,99376,,0.0,0,,RPTNMLLLQHHGFEE38CB,微美居鉑金特區,U棟14號
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學南路&大學二十九路&大學五十六街,10.42,住,,,1110818,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.07,2,2,2,有,無,9690000,93340,坡道平面,13.79,1730000,,RPPNMLMLQHHGFEE08CB,崑庭馥御,F棟3號
小港區,房地(土地+建物)+車位,高雄市小港區明義段35地號,19.68,住,,,1110813,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.72,2,2,2,有,無,10500000,80823,坡道平面,27.84,1700000,,RPRNMLMLQHHGFCE08CB,艾美MOMA2,A7棟14號
小港區,房地(土地+建物)+車位,高雄市小港區孔鳳路近中安路,6.76,其他,,,1110817,土地1建物1車位1,二十五層,27,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.94,2,2,1,有,無,8780000,75900,坡道平面,22.0,1650000,雨遮不計價,RPPNMLNLQHHGFCE97CB,常景錄,A9棟25號
小港區,房地(土地+建物)+車位,高雄市小港區孔鳳路近中安路,6.76,其他,,,1110818,土地1建物1車位1,二十六層,27,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.94,2,2,1,有,無,8740000,76538,坡道平面,22.0,1550000,雨遮不計價,RPQNMLNLQHHGFCE08CB,常景錄,B9棟26號
小港區,房地(土地+建物)+車位,高雄市小港區孔鳳路近中安路,6.76,其他,,,1110819,土地1建物1車位1,二十六層,27,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.94,2,2,1,有,無,8870000,76858,坡道平面,22.0,1650000,雨遮不計價,RPRNMLNLQHHGFCE18CB,常景錄,A9棟26號
三民區,房地(土地+建物)+車位,高雄市三民區凱歌路A7-07F,5.41,其他,,,1110812,土地1建物1車位1,七層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.96,2,1,1,有,無,11480000,112389,坡道平面,16.61,2000000,,RPQNMLNLQHHGFDE18CB,宏道文華帝寶,A棟7號
三民區,房地(土地+建物),高雄市三民區凱歌路A8-07F,5.31,其他,,,1110812,土地1建物1車位0,七層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.77,2,1,1,有,無,9300000,112360,,0.0,0,,RPTNMLNLQHHGFDE48CB,宏道文華帝寶,A棟8號
