鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路,11.49,商,,,1110812,土地1建物1車位1,五層,24,辦公商業大樓,商業用,鋼筋混凝土造,,134.08,0,0,0,無,無,15720000,139658,坡道平面,34.05,1750000,,RPPNMLOKQHHGFBB57CB,浩瀚創立方,A13棟0號
北屯區,房地(土地+建物)+車位,臺中市北屯區詔安街,21.07,住,,,1110814,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.69,2,2,2,有,無,15600000,137302,坡道平面,31.91,1900000,,RPSNMLOKQHHGFBB87CB,惠宇碧柳,D棟H2號
北屯區,房地(土地+建物)+車位,臺中市北屯區中清路二段633巷,25.77,住,,,1110811,土地4建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,149.27,3,2,2,有,無,14780000,118541,升降平面,34.71,1200000,,RPQNMLPKQHHGFBB77CB,清冉,B棟7號
后里區,房地(土地+建物),臺中市后里區二圳路181號旁,97.18,,特定農業區,甲種建築用地,1110813,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,225.87,4,3,5,有,無,17780000,78718,,0.0,0,,RPPNMLRKQHHGFDB08CB,馥域15,C棟6號
南屯區,房地(土地+建物)+車位,臺中市南屯區春安路,14.16,住,,,1110812,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.89,3,2,2,有,無,14440000,99399,坡道平面,34.72,1700000,,RPPNMLRKQHHGFCB97CB,菁科城,A棟1號
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩路,20.94,其他,,,1110812,土地1建物1車位2,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,229.53,3,2,2,有,無,31920000,168750,坡道平面,62.3,3700000,,RPPNMLSKQHHGFCB08CB,長安大墩,B棟10號
南屯區,房地(土地+建物)+車位,臺中市南屯區益豐西街,53.55,住,,,1110816,土地1建物1車位2,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,194.04,3,2,2,有,無,23400000,165358,坡道平面,74.3,3600000,,RPXNMLSKQHHGFCB88CB,丹源齊玉,7F-B號
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道二段與東興路三段交叉口,7.38,商,,,1110812,土地1建物1車位1,九層,34,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,112.38,2,2,2,有,無,15360000,159554,坡道平面,28.96,2050000,,RPSNMLTKQHHGFCB48CB,國雄無?,A棟A12-09F號
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道二段與東興路三段交叉口,11.08,商,,,1110812,土地1建物1車位1,七層,34,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,153.86,3,2,2,有,無,23650000,168935,坡道平面,28.96,2550000,,RPROMLTKQHHGFCB48CB,國雄無?,B棟B07-07F號
