鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
士林區,房地(土地+建物)+車位,臺北市士林區天玉街44巷,32.7,住,,,1110815,土地8建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.25,3,2,2,有,無,53340000,305527,坡道平面,35.14,3200000,,RPPNMLPKQHHGFEA87CB,宏築天?,B/4F號
北投區,房地(土地+建物)+車位,臺北市北投區實踐街５巷７號旁,15.4,住,,,1110811,土地10建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,172.6,3,2,2,有,無,38490000,261749,坡道平面,36.63,2900000,,RPPNMLSKQHHGFEA18CB,新碩大砌,B-3F號
北投區,房地(土地+建物),臺北市北投區實踐街５巷７號旁,12.9,住,,,1110811,土地10建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.81,3,2,2,有,無,27860000,244794,,0.0,0,,RPQNMLSKQHHGFEA28CB,新碩大砌,E-4F號
文山區,房地(土地+建物),臺北市文山區華興里,10.66,住,,,1110811,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,52.39,1,1,1,有,無,11100000,211872,,0.0,0,,RPPNMLMLQHHGFAA27CB,青耘上,B-12F號
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路,28.19,住,,,1110813,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.09,3,2,2,有,無,54350000,358976,坡道平面,38.88,3300000,,RPRNMLMLQHHGFCA67CB,國泰蒔美,A2-2F號
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路,28.19,住,,,1110821,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.09,3,2,2,有,無,55880000,368329,坡道平面,38.88,3500000,,RPSNMLMLQHHGFCA77CB,國泰蒔美,A5-7F號
大同區,房地(土地+建物)+車位,臺北市大同區民權西路141號,7.67,商,,,1110817,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.35,3,2,1,有,無,28370000,275347,塔式車位,14.58,2000000,,RPUNMLNLQHHGFBA97CB,民權首富Ⅱ,A棟1號
萬華區,房地(土地+建物)+車位,臺北市萬華區雙園里莒光路347巷,23.21,住,,,1110813,土地53建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.13,3,2,2,有,無,34230000,236085,坡道平面,34.0,2800000,,RPVNMLNLQHHGFBA08CB,中正城閱.,甲棟B3-9F號
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段790巷22弄17號,14.73,住,,,1110818,土地2建物1車位1,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.01,1,1,1,有,無,21500000,343456,升降機械,16.69,2500000,,RPPNMLNLQHHGFDA67CB,全盈信義,A棟1號
