鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
安樂區,房地(土地+建物),基隆市安樂區基金一路２１０巷１弄８６號,289.44,住,,,1120505,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0751229,199.5,4,2,3,有,無,16200000,81203,,0.0,0,,RPPNMLKKNHIGFDC37EA,176.64,11.43,11.43,無,0001
七堵區,車位,基隆市七堵區福六街５７號,0.2,住,,,1120503,土地1建物1車位1,一層,十一層,其他,一般事務所,鋼筋混凝土造,1011025,31.98,0,0,0,無,有,1300000,,坡道平面,31.98,1300000,僅車位交易；,RPQNMLLKNHIGFDC57EA,0.0,0.0,0.0,有,0002
七堵區,土地,泰安段1057地號,259.86,,山坡地保育區,農牧用地,1120504,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,850000,3271,,0.0,0,,RPOOMLLKNHIGFDC37DA,0.0,0.0,0.0,無,
七堵區,房地(土地+建物),基隆市七堵區長安街２０８巷１２號５樓,43.89,,鄉村區,乙種建築用地,1120502,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830730,118.12,3,2,2,有,無,4500000,38097,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNJNHIGFDC87DA,103.18,0.0,12.38,無,
安樂區,房地(土地+建物),基隆市安樂區基金一路１３５巷５０號７樓,26.46,,,,1120501,土地4建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820315,115.71000000000001,3,2,2,有,有,4500000,38890,,0.0,0,土地增值稅新台幣47823元由買方另行負擔繳納，不含於成交總價中。買方實得成交總價金。,RPSNMLPKNHIGFDC08DA,81.63,0.0,12.27,有,
仁愛區,建物,基隆市仁愛區愛五路６巷５８號,0.0,,,,1120504,土地0建物1車位0,全,一層,透天厝,住家用,磚造,0490800,35.34,2,2,1,有,無,1600000,45274,,0.0,0,其他增建；,RPWNMLQKNHIGFDC58DA,35.34,0.0,0.0,無,
暖暖區,房地(土地+建物),基隆市暖暖區碇內街３５７號６樓,21.12,住,,,1120511,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840517,93.75,2,2,1,有,有,3400000,36267,,0.0,0,陽台外推；頂樓加蓋；,RPVOMLQKNHIGFDC58DA,61.2,0.81,6.64,有,0003
中山區,土地,新中山段313地號,16.22,商,,,1120502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1850000,114057,,0.0,0,未登記建物；,RPTNMLPJNHIGFDC08DA,0.0,0.0,0.0,無,
中山區,房地(土地+建物),基隆市中山區成功二路１１４之３號,12.61,商,,,1120508,土地3建物1車位0,四層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680828,46.99,2,1,1,有,無,2500000,53203,,0.0,0,本買賣案有增建一併移轉其他增建；,RPWNMLPKNHIGFDC48DA,46.99,0.0,0.0,無,
