鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
南澳鄉,土地,仲岳段1-405地號,5000.0,,山坡地保育區,林業用地,1120502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,40,,0.0,0,,RPSNMLSJNHIGFAG48EA,0.0,0.0,0.0,無,
宜蘭市,土地,宜福段263地號,240.0,,特定農業區,農牧用地,1120503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1161600,4840,,0.0,0,共有人間移轉親友、員工、共有人或其他特殊關係間之交易；,RPWNMLSJNHIGFBG88DA,0.0,0.0,0.0,無,
員山鄉,土地,大三鬮段39地號,58.13,,特定農業區,農牧用地,1120502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,351400,6045,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKNHIGFBG57DA,0.0,0.0,0.0,無,
頭城鎮,土地,下埔段1158地號,9.26,,鄉村區,乙種建築用地,1120504,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,110000,11879,,0.0,0,,RPQNMLLKNHIGFBG67DA,0.0,0.0,0.0,無,
大同鄉,土地,松羅段408地號,2630.0,,山坡地保育區,農牧用地,1120501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,160000,61,,0.0,0,表嫂親友、員工、共有人或其他特殊關係間之交易；,RPPOMLKKNHIGFAG57EA,0.0,0.0,0.0,無,
冬山鄉,土地,內城段172-11地號,353.72,,一般農業區,丁種建築用地,1120505,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3015000,8524,,0.0,0,,RPSNMLLKNHIGFAG77DA,0.0,0.0,0.0,無,0001
冬山鄉,土地,內城段172-4地號,291.63,,一般農業區,丁種建築用地,1120505,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2485000,8521,,0.0,0,,RPTNMLLKNHIGFAG87DA,0.0,0.0,0.0,無,0001
員山鄉,土地,大三鬮段182地號,484.08,,特定農業區,農牧用地,1120504,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3001295,6200,,0.0,0,叔姪關係親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLKNHIGFBG77EA,0.0,0.0,0.0,無,
冬山鄉,土地,廣興段275地號,4723.79,,特定農業區,農牧用地,1120502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000000,6351,,0.0,0,賣方通訊地址：日本國大阪府茨木市宿久庄４－１６－４－１８,RPPNMLPKNHIGFAG97EA,0.0,0.0,0.0,無,
冬山鄉,土地,柯林一段820地號,1082.31,,特定農業區,農牧用地,1120509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6547800,6050,,0.0,0,姪兒親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKNHIGFAG08EA,0.0,0.0,0.0,無,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉德陽路１８號七樓之十九,2.4,都市：其他:健康休閒專用區七,,,1120505,土地3建物1車位0,七層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710727,20.939999999999998,1,0,1,有,有,1900000,90735,,0.0,0,屋況有壁癌、多處滲漏水及設備瑕疵，買方願自行修復並免除賣方上開物之瑕疵擔保責任，賣方已由買賣總價中折讓部分價金予買方作為補償陽台外推；,RPRNMLRKNHIGFBG38DA,15.85,0.0,0.0,有,0003
五結鄉,房地(土地+建物),宜蘭縣五結鄉五結中路二段３３３號二樓之２,35.01,,鄉村區,乙種建築用地,1120501,土地3建物1車位0,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111031,83.11,2,1,1,有,有,4950000,59560,,0.0,0,,RPROMLRKNHIGFAG38DA,50.73,0.0,5.38,有,0004
五結鄉,房地(土地+建物),宜蘭縣五結鄉孝威南路１９之６號六樓,19.46,,特定農業區,甲種建築用地,1120506,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840524,74.11,1,1,1,有,有,2600000,35083,,0.0,0,陽台外推；,RPVOMLRKNHIGFAG78DA,40.23,1.59,6.41,有,
頭城鎮,土地,中崙段123地號,36.28,,特定農業區,甲種建築用地,1120504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1150000,31698,,0.0,0,姑侄間買賣。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRKNHIGFBG38EA,0.0,0.0,0.0,無,
宜蘭市,土地,擺厘段1562地號,25.36,都市：其他:道路用地,,,1120511,土地15建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,7886,,0.0,0,親戚買賣親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPQNMLSKNHIGFBG48EA,0.0,0.0,0.0,無,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中山路五段１９７巷１３６號,1560.03,農,,,1120509,土地2建物1車位0,全,一層,透天厝,農業用,鋼筋混凝土造,0960215,18.36,0,0,0,無,無,7692118,418961,,0.0,0,,RPQNMLTKNHIGFBG58EA,18.36,0.0,0.0,無,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市東港路二段１９９巷１弄５號,54.53,住,,,1120504,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0651227,81.52,2,1,1,有,無,4000000,49068,,0.0,0,,RPRNMLMLNHIGFBG08EA,81.52,0.0,0.0,無,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大埔中路２３３巷４２號,90.49,,鄉村區,乙種建築用地,1120503,土地1建物1車位0,全,二層,透天厝,住家用,鐵筋加強磚造,0720505,124.42,2,1,3,有,無,3800000,30542,,0.0,0,,RPSNMLSJNHIGFAG38DA,124.42,0.0,0.0,無,
