鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
中壢區,房地(土地+建物)+車位,桃園市中壢區月山路240號對面,26.88,,特定農業區,甲種建築用地,1120212,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.08,3,2,2,有,無,11300000,92102,坡道平面,35.59,1400000,,RPPNMLNKKHIGFBH57CB,聖岳湖苑,A3號
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路C2棟,24.88,商,,,1120211,土地1建物1車位2,三層,20,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,286.01,0,0,0,無,無,38570000,149695,坡道平面,48.06,2950000,,RPRNMLNKKHIGFBH77CB,桃大詠,C2棟0號
楊梅區,房地(土地+建物)+車位,桃園市楊梅區中山北路一段282號旁,20.19,住,,,1120211,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.31,2,2,1,有,無,11400000,98859,坡道平面,21.19,1700000,,RPUNMLOKKHIGFDH38CB,君邑莫內,A棟8-14F號
楊梅區,房地(土地+建物)+車位,桃園市楊梅區中山北路一段282號旁,20.67,住,,,1120211,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.5,2,2,1,有,無,11500000,97561,坡道平面,23.05,1700000,,RPVNMLOKKHIGFDH48CB,君邑莫內,B棟6-11F號
楊梅區,房地(土地+建物)+車位,桃園市楊梅區中山北路一段282號旁,29.85,住,,,1120212,土地1建物1車位2,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,193.87,4,2,2,有,無,17450000,93727,坡道平面,46.1,3600000,,RPWNMLOKKHIGFDH58CB,君邑莫內,A棟2-3F號
平鎮區,房地(土地+建物)+車位,桃園市平鎮區游泳路153巷2弄與游泳路153巷4弄交叉路口,41.02,住,,,1120211,土地2建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,9800000,74151,一樓平面,33.65,1280000,,RPQNMLOKKHIGFGH28CB,昕河,A1棟3F號
平鎮區,房地(土地+建物)+車位,桃園市平鎮區游泳路153巷2弄與游泳路153巷4弄交叉路口,41.02,住,,,1120211,土地2建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,9800000,74151,一樓平面,33.65,1280000,,RPRNMLOKKHIGFGH38CB,昕河,A1棟4F號
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南豐路74號旁,35.01,住,,,1120213,土地1建物1車位2,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,225.48,3,2,2,有,無,18390000,92826,坡道平面,61.84,3200000,,RPSNMLOKKHIGFGH48CB,心擎天,B棟5-15F號
中壢區,房地(土地+建物)+車位,桃園市中壢區永裕路76號旁,27.72,住,,,1120214,土地7建物1車位1,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.6,3,2,2,有,無,22890000,142482,坡道平面,33.23,1750000,,RPSNMLOKKHIGFBH08DB,璞園畾畾青,B棟6-3F號
