鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北區,建物,臺中市北區忠太東路１１９號１７樓之６,0.0,住,,,1120113,土地0建物1車位0,十七層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,30.050000000000004,1,0,1,有,有,有,6500,216,,0.0,0,社宅案件,RPPNMLLKKHIGFBB86CC
北區,建物,臺中市北區美德街１８９之１號,0.0,住,,,1120113,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700518,80.66,4,2,2,有,無,有,15000,186,,0.0,0,社宅案件,RPQNMLLKKHIGFBB96CC
西區,建物,臺中市西區公益路１１９號１１樓之７,0.0,住,,,1120113,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830714,31.769999999999996,1,0,1,有,無,有,8500,268,,0.0,0,社宅案件,RPPNMLLKKHIGFAB76CC
烏日區,建物,臺中市烏日區高鐵路二段１３６號７樓之８,0.0,商,,,1120116,土地0建物1車位1,七層,20,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110805,100.5,2,1,1,有,有,有,19500,194,坡道平面,24.76,0,,RPPNMLLKKHIGFIB57CC
太平區,房地(土地+建物),臺中市太平區富宜路１４６巷２號,3274.0,工,,,1120112,土地3建物1車位0,見其他登記事項,2,工廠,廠房、辦公室、康樂室,鋼造,0750630,548.72,11,1,4,有,無,有,550000,,,0.0,0,,RPPNMLLKKHIGFJB67CC
西區,建物,臺中市西區大墩十街６４號７樓之６,0.0,住,,,1120117,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0840627,33.83,1,0,1,有,有,有,10500,310,,0.0,0,社宅案件,RPPNMLMKKHIGFAB86CC
中區,建物,臺中市中區中華路一段１２１號４樓之１７,0.0,商,,,1120120,土地0建物1車位0,四層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,0850520,37.72,1,0,1,有,有,有,9000,239,,0.0,0,社宅案件,RPQNMLMKKHIGFAB96CC
南區,房地(土地+建物),臺中市南區南和路１９７號１２樓之２,4.1,住,,,1120118,土地1建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820519,42.32,1,0,1,有,有,有,12200,288,,0.0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費、機車位租金，費用由承租人另行支付。,RPPNMLNKKHIGFAB96CC
南區,建物,臺中市南區南陽街９３號１２樓之４,0.0,住,,,1120210,土地0建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,102.8,3,2,2,有,有,有,16800,163,,0.0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費及每月管理費1700元皆由承租人負擔。,RPQNMLNKKHIGFAB07CC
