鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,54.72,住,,,1120211,土地1建物1車位1,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,198.23,3,2,3,有,無,13380000,72661,坡道平面,34.73,1500000,,RPPNMLPKKHIGFDC47CB,田園調布2-B2區,D棟D2-1+2F號
七堵區,房地(土地+建物)+車位,基隆市七堵區長安街239巷,10.77,,鄉村區,乙種建築用地,1120217,土地1建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.46,1,1,1,有,無,4560000,75640,坡道平面,38.08,1430000,,RPQNMLSKKHIGFDC97DB,公園樂,C2棟0號
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,商,,,1120211,土地1建物1車位2,十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,193.75,4,1,2,有,無,16710000,97523,坡道平面,59.32,3600000,,RPTNMLMLKHIGFDC67CB,夢悅城,F棟03號
安樂區,房地(土地+建物)+車位,基隆市中山區中和路,40.36,住,,,1120225,土地1建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,191.54,3,2,2,有,無,15200000,89970,坡道平面,41.49,1700000,,RPPNMLQLKHIGFDC67CB,宏貿臻璽,C棟1-3F號
七堵區,房地(土地+建物),基隆市七堵區長安街239巷,10.99,,鄉村區,乙種建築用地,1120224,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,42.37,1,1,1,有,無,3380000,79773,,0.0,0,,RPPNMLOJLHIGFDC47DB,公園樂,C1棟0號
七堵區,房地(土地+建物),基隆市七堵區長安街239巷,14.6,,鄉村區,乙種建築用地,1120225,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,58.12,2,1,1,有,無,4500000,77426,,0.0,0,,RPQNMLOJLHIGFDC57DB,公園樂,C3棟0號
七堵區,房地(土地+建物),基隆市七堵區長安街239巷,10.77,,鄉村區,乙種建築用地,1120304,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,41.38,1,1,1,有,無,3270000,79024,,0.0,0,,RPRNMLOJLHIGFDC67DB,公園樂,C2棟0號
中正區,房地(土地+建物)+車位,基隆市中正區和豐街,42.11,住,,,1120215,土地2建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.82,4,2,2,有,無,15300000,76724,坡道平面,32.0,1350000,原買售人於111年7月17日辦理解約退戶,RPPNMLQJLHIGFDC57CB,台北雪梨灣,H棟1-3號
信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,60.3,住,,,1120306,土地1建物1車位2,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,232.96,3,2,3,有,無,14000000,70336,升降平面,69.46,2500000,,RPPNMLSJLHIGFDC77CB,田園調布2-B2區,A棟A9-1+2F號
